...1.x,Book,Movie,wikiMovieTitle,wikiMovieYear,wikiMovieMatch,tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,wikiBookTitle,wikiBookAuthor,wikiBookMatch,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,...1.y,x,release_date,movie,production_budget,domestic_gross,worldwide_gross,source_offset,movie_match
1996,"The Last of the Mohicans (1826), James Fenimore Cooper",The Last of the Mohicans (1992),The Last of the Mohicans,1992,"The Last of the Mohicans,1992",tt0104691,The Last of the Mohicans,The Last of the Mohicans,0,1992,112,"Action,Adventure,Drama",7.6,201591,The Last of the Mohicans,The Last of the Mohicans,James Fenimore Cooper,"The Last of the Mohicans,James Fenimore Cooper",The Last of the Mohicans,"[""James Fenimore Cooper""]",3.7,98335,1697,1697,"Sep 25, 1992",The Last of the Mohicans,40000000,75505856,"$75,505,856",1601,"The Last of the Mohicans,1992"
1996,"The Last of the Mohicans (1826), James Fenimore Cooper",The Last of the Mohicans (1992),The Last of the Mohicans,1992,"The Last of the Mohicans,1992",tt0104691,The Last of the Mohicans,The Last of the Mohicans,0,1992,112,"Action,Adventure,Drama",7.6,201591,The Last of the Mohicans,The Last of the Mohicans,James Fenimore Cooper,"The Last of the Mohicans,James Fenimore Cooper",The Last of the Mohicans,"[""James Fenimore Cooper""]",3.7,98335,1697,1697,"Sep 25, 1992",The Last of the Mohicans,40000000,75505856,"$75,505,856",1601,"The Last of the Mohicans,1992"
1996,"The Last of the Mohicans (1826), James Fenimore Cooper",The Last of the Mohicans (1992),The Last of the Mohicans,1992,"The Last of the Mohicans,1992",tt0104691,The Last of the Mohicans,The Last of the Mohicans,0,1992,112,"Action,Adventure,Drama",7.6,201591,The Last of the Mohicans,The Last of the Mohicans,James Fenimore Cooper,"The Last of the Mohicans,James Fenimore Cooper",The Last of the Mohicans,"[""James Fenimore Cooper""]",3.7,98335,1697,1697,"Sep 25, 1992",The Last of the Mohicans,40000000,75505856,"$75,505,856",1601,"The Last of the Mohicans,1992"
1999,"The Last Song (2009), Nicholas Sparks",The Last Song (2010),The Last Song,2010,"The Last Song,2010",tt1294226,The Last Song,The Last Song,0,2010,107,"Drama,Music,Romance",6,95083,The Last Song,The Last Song,Nicholas Sparks,"The Last Song,Nicholas Sparks",The Last Song,"[""Nicholas Sparks""]",4.16,556845,2952,2952,"Mar 31, 2010",The Last Song,20000000,62950384,"$92,678,948",2901,"The Last Song,2010"
2003,"The Last Unicorn (1968), Peter S. Beagle",The Last Unicorn (1982),The Last Unicorn,1982,"The Last Unicorn,1982",tt0084237,The Last Unicorn,The Last Unicorn,0,1982,92,"Adventure,Animation,Drama",7.3,32110,The Last Unicorn,The Last Unicorn,Peter S. Beagle,"The Last Unicorn,Peter S. Beagle",The Last Unicorn,"[""Peter S. Beagle""]",4.16,112951,5279,5279,"Nov 19, 1982",The Last Unicorn,4000000,6455330,"$6,455,330",5201,"The Last Unicorn,1982"
2040,"Let the Right One In (Swedish: Låt den rätte komma in) (2004), John Ajvide Lindqvist",Let Me In (2010),Let Me In,2010,"Let Me In,2010",tt1228987,Let Me In,Let Me In,0,2010,116,"Drama,Fantasy,Horror",7.1,131774,Let Me In,Let the Right One In,John Ajvide Lindqvist,"Let the Right One In,John Ajvide Lindqvist",Let the Right One In,"[""John Ajvide Lindqvist""]",4.04,112129,3089,3089,"Oct 1, 2010",Let Me In,20000000,12134935,"$28,270,399",3001,"Let Me In,2010"
2087,"Live and Let Die (1954), Ian Fleming",Live and Let Die (1973),Live and Let Die,1973,"Live and Let Die,1973",tt0070328,Live and Let Die,Live and Let Die,0,1973,121,"Action,Adventure,Thriller",6.7,121304,Live and Let Die,Live and Let Die,Ian Fleming,"Live and Let Die,Ian Fleming",Live and Let Die,"[""Ian Fleming""]",3.63,32578,4671,4671,"Jun 27, 1973",Live and Let Die,7000000,35400000,"$161,800,000",4601,"Live and Let Die,1973"
2093,"Lolita (1955), Vladimir Nabokov",Lolita (1962),Lolita,1962,"Lolita,1962",tt0056193,Lolita,Lolita,0,1962,153,"Crime,Drama,Romance",7.5,114031,Lolita,Lolita,Vladimir Nabokov,"Lolita,Vladimir Nabokov",Lolita,"[""Vladimir Nabokov""]",3.88,859319,5738,5738,"Jun 13, 1962",Lolita,2000000,9250000,"$9,250,000",5701,"Lolita,1962"
2126,"The Lost World (1995), Michael Crichton",The Lost World: Jurassic Park (1997),The Lost World: Jurassic Park,1997,"The Lost World: Jurassic Park,1997",tt0119567,The Lost World: Jurassic Park,The Lost World: Jurassic Park,0,1997,129,"Action,Adventure,Sci-Fi",6.6,469381,The Lost World: Jurassic Park,The Lost World,Michael Crichton,"The Lost World,Michael Crichton",The Lost World,"[""Michael Crichton""]",3.85,157359,810,810,"May 22, 1997",The Lost World: Jurassic Park,75000000,229086679,"$618,638,999",801,"The Lost World: Jurassic Park,1997"
2130,"The Lovely Bones (2002), Alice Sebold",The Lovely Bones (2009),The Lovely Bones,2009,"The Lovely Bones,2009",tt0380510,The Lovely Bones,The Lovely Bones,0,2009,135,"Drama,Fantasy,Thriller",6.6,188611,The Lovely Bones,The Lovely Bones,Alice Sebold,"The Lovely Bones,Alice Sebold",The Lovely Bones,"[""Alice Sebold""]",3.85,2367571,565,565,"Dec 11, 2009",The Lovely Bones,95000000,44114232,"$94,894,448",501,"The Lovely Bones,2009"
2132,"The Lucky One (2008), Nicholas Sparks",The Lucky One (2012),The Lucky One,2012,"The Lucky One,2012",tt1327194,The Lucky One,The Lucky One,0,2012,101,"Drama,Mystery,Romance",6.4,117258,The Lucky One,The Lucky One,Nicholas Sparks,"The Lucky One,Nicholas Sparks",The Lucky One,"[""Nicholas Sparks""]",4.12,363559,2582,2582,"Apr 19, 2012",The Lucky One,25000000,60457138,"$96,633,833",2501,"The Lucky One,2012"
2160,"The Manchurian Candidate (1959), Richard Condon",The Manchurian Candidate (2004),The Manchurian Candidate,2004,"The Manchurian Candidate,2004",tt0368008,The Manchurian Candidate,The Manchurian Candidate,0,2004,129,"Drama,Mystery,Sci-Fi",6.6,121563,The Manchurian Candidate,The Manchurian Candidate,Richard Condon,"The Manchurian Candidate,Richard Condon",The Manchurian Candidate,"[""Richard Condon""]",4.09,24461,746,746,"Jul 30, 2004",The Manchurian Candidate,80000000,65948711,"$96,135,872",701,"The Manchurian Candidate,2004"
2176,"The Mayor of Casterbridge (1886), Thomas Hardy",The Claim (2000),The Claim,2000,"The Claim,2000",tt0218378,The Claim,The Claim,0,2000,120,"Drama,Romance,Western",6.3,7037,The Claim,The Mayor of Casterbridge,Thomas Hardy,"The Mayor of Casterbridge,Thomas Hardy",The Mayor of Casterbridge,"[""Thomas Hardy""]",3.86,62838,3862,3862,"Dec 29, 2000",The Claim,13000000,622023,"$1,375,635",3801,"The Claim,2000"
2179,"Me and Earl and the Dying Girl (2012), Jesse Andrews",Me and Earl and the Dying Girl (2015)[1],Me and Earl and the Dying Girl,2015,"Me and Earl and the Dying Girl,2015",tt2582496,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,0,2015,105,"Comedy,Drama",7.7,143351,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,Jesse Andrews,"Me and Earl and the Dying Girl,Jesse Andrews",Me and Earl and the Dying Girl,"[""Jesse Andrews""]",3.51,142883,4558,4558,"Jun 12, 2015",Me and Earl and the Dying Girl,8000000,6758416,"$9,266,180",4501,"Me and Earl and the Dying Girl,2015"
2182,"Memoirs of an Invisible Man (1987), H.F. Saint",Memoirs of an Invisible Man (1992),Memoirs of an Invisible Man,1992,"Memoirs of an Invisible Man,1992",tt0104850,Memoirs of an Invisible Man,Memoirs of an Invisible Man,0,1992,99,"Comedy,Romance,Sci-Fi",6,28636,Memoirs of an Invisible Man,Memoirs of an Invisible Man,H.F. Saint,"Memoirs of an Invisible Man,H.F. Saint",Memoirs of an Invisible Man,"[""H.F. Saint""]",4.11,1855,1814,1814,"Feb 28, 1992",Memoirs of an Invisible Man,40000000,14358033,"$14,358,033",1801,"Memoirs of an Invisible Man,1992"
2190,"Message in a Bottle (1998), Nicholas Sparks",Message in a Bottle (1999),Message in a Bottle,1999,"Message in a Bottle,1999",tt0139462,Message in a Bottle,Message in a Bottle,0,1999,126,"Drama,Romance",6.3,41859,Message in a Bottle,Message in a Bottle,Nicholas Sparks,"Message in a Bottle,Nicholas Sparks",Message in a Bottle,"[""Nicholas Sparks""]",3.98,239438,2236,2236,"Feb 12, 1999",Message in a Bottle,30000000,52880016,"$52,880,016",2201,"Message in a Bottle,1999"
2194,"A Midnight Clear (1982), William Wharton",A Midnight Clear (1992),A Midnight Clear,1992,"A Midnight Clear,1992",tt0102443,A Midnight Clear,A Midnight Clear,0,1992,108,"Drama,War",7.1,10364,A Midnight Clear,A Midnight Clear,William Wharton,"A Midnight Clear,William Wharton",A Midnight Clear,"[""William Wharton""]",4.18,1922,5098,5098,"Apr 24, 1992",A Midnight Clear,5000000,1526697,"$1,526,697",5001,"A Midnight Clear,1992"
2278,"Moonraker (1955), Ian Fleming",Moonraker (1979),Moonraker,1979,"Moonraker,1979",tt0079574,Moonraker,Moonraker,0,1979,126,"Action,Adventure,Sci-Fi",6.3,114461,Moonraker,Moonraker,Ian Fleming,"Moonraker,Ian Fleming",Moonraker,"[""Ian Fleming""]",3.8,27826,2170,2170,"Jun 29, 1979",Moonraker,31000000,70300000,"$210,300,000",2101,"Moonraker,1979"
2304,"Murder on the Orient Express (1934), Agatha Christie",Murder on the Orient Express (2017),Murder on the Orient Express,2017,"Murder on the Orient Express,2017",tt3402236,Murder on the Orient Express,Murder on the Orient Express,0,2017,114,"Comedy,Crime,Drama",6.5,315159,Murder on the Orient Express,Murder on the Orient Express,Agatha Christie,"Murder on the Orient Express,Agatha Christie",Murder on the Orient Express,"[""Agatha Christie""]",4.2,633243,1231,1231,"Nov 3, 2017",Murder on the Orient Express,55000000,102826543,"$351,767,147",1201,"Murder on the Orient Express,2017"
2313,"My Friend Flicka (1941), Mary O'Hara",Flicka (2006),Flicka,2006,"Flicka,2006",tt0434215,Flicka,Flicka,0,2006,95,"Adventure,Drama,Family",6,8814,Flicka,My Friend Flicka,Mary O'Hara,"My Friend Flicka,Mary O'Hara",My Friend Flicka,"[""Mary O'Hara""]",4.17,28903,3590,3590,"Oct 20, 2006",Flicka,15000000,21000147,"$21,896,367",3501,"Flicka,2006"
2329,"The Mysterious Island (French: L'Île mystérieuse) (1874), Jules Verne",Journey 2: The Mysterious Island (2012),Journey 2: The Mysterious Island,2012,"Journey 2: The Mysterious Island,2012",tt1397514,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,94,"Action,Adventure,Comedy",5.7,118622,Journey 2: The Mysterious Island,The Mysterious Island,Jules Verne,"The Mysterious Island,Jules Verne",The Mysterious Island,"[""Jules Verne""]",4.13,54656,787,787,"Jan 19, 2012",Journey 2: The Mysterious Island,79000000,103860290,"$318,146,162",701,"Journey 2: The Mysterious Island,2012"
2330,"Mystic River (2001), Dennis Lehane",Mystic River (2003),Mystic River,2003,"Mystic River,2003",tt0327056,Mystic River,Mystic River,0,2003,138,"Crime,Drama,Mystery",7.9,511826,Mystic River,Mystic River,Dennis Lehane,"Mystic River,Dennis Lehane",Mystic River,"[""Dennis Lehane""]",4.17,146267,2201,2201,"Oct 8, 2003",Mystic River,30000000,90135191,"$156,822,020",2201,"Mystic River,2003"
2351,"News of the World (2016), Paulette Jiles",News of the World (2020),News of the World,2020,"News of the World,2020",tt6878306,News of the World,News of the World,0,2020,118,"Action,Adventure,Drama",6.8,99741,News of the World,News of the World,Paulette Jiles,"News of the World,Paulette Jiles",News of the World,"[""Paulette Jiles""]",4.08,106254,1899,1899,"Dec 25, 2020",News of the World,38000000,12668325,"$12,668,325",1801,"News of the World,2020"
2355,"Nicholas Nickleby (serialised 1838–1839, published as a book 1839), Charles Dickens",Nicholas Nickleby (2002),Nicholas Nickleby,2002,"Nicholas Nickleby,2002",tt0309912,Nicholas Nickleby,Nicholas Nickleby,0,2002,132,"Adventure,Drama,Romance",7.1,14681,Nicholas Nickleby,Nicholas Nickleby,Charles Dickens,"Nicholas Nickleby,Charles Dickens",Nicholas Nickleby,"[""Charles Dickens""]",3.94,45011,4304,4304,"Dec 27, 2002",Nicholas Nickleby,10000000,1562800,"$3,311,924",4301,"Nicholas Nickleby,2002"
2368,"Nightmare Alley (1946), William Lindsay Gresham",Nightmare Alley (2021),Nightmare Alley,2021,"Nightmare Alley,2021",tt7740496,Nightmare Alley,Nightmare Alley,0,2021,150,"Crime,Drama,Thriller",7,177994,Nightmare Alley,Nightmare Alley,William Lindsay Gresham,"Nightmare Alley,William Lindsay Gresham",Nightmare Alley,"[""William Lindsay Gresham""]",3.83,6532,1172,1172,"Dec 17, 2021",Nightmare Alley,60000000,11338107,"$37,537,773",1101,"Nightmare Alley,2021"
2368,"Nightmare Alley (1946), William Lindsay Gresham",Nightmare Alley (2021),Nightmare Alley,2021,"Nightmare Alley,2021",tt7740496,Nightmare Alley,Nightmare Alley,0,2021,150,"Crime,Drama,Thriller",7,177994,Nightmare Alley,Nightmare Alley,William Lindsay Gresham,"Nightmare Alley,William Lindsay Gresham",Nightmare Alley,"[""William Lindsay Gresham""]",3.83,6532,1172,1172,"Dec 17, 2021",Nightmare Alley,60000000,11338107,"$37,537,773",1101,"Nightmare Alley,2021"
2378,"The Ninth Configuration (1978), William Peter Blatty",The Ninth Configuration (1980),The Ninth Configuration,1980,"The Ninth Configuration,1980",tt0081237,The Ninth Configuration,The Ninth Configuration,0,1980,118,"Comedy,Drama,Horror",6.7,9776,The Ninth Configuration,The Ninth Configuration,William Peter Blatty,"The Ninth Configuration,William Peter Blatty",The Ninth Configuration,"[""William Peter Blatty""]",3.56,1430,5345,5345,"Feb 29, 1980",The Ninth Configuration,4000000,0,$0,5301,"The Ninth Configuration,1980"
2379,"No Country for Old Men (2005), Cormac McCarthy",No Country for Old Men (2007),No Country for Old Men,2007,"No Country for Old Men,2007",tt0477348,No Country for Old Men,No Country for Old Men,0,2007,122,"Crime,Drama,Thriller",8.2,1152475,No Country for Old Men,No Country for Old Men,Cormac McCarthy,"No Country for Old Men,Cormac McCarthy",No Country for Old Men,"[""Cormac McCarthy""]",4.16,204790,2575,2575,"Nov 9, 2007",No Country for Old Men,25000000,74273505,"$164,035,753",2501,"No Country for Old Men,2007"
2389,"The Notebook (1996), Nicholas Sparks",The Notebook (2004),The Notebook,2004,"The Notebook,2004",tt0332280,The Notebook,The Notebook,0,2004,123,"Drama,Romance",7.8,669012,The Notebook,The Notebook,Nicholas Sparks,"The Notebook,Nicholas Sparks",The Notebook,"[""Nicholas Sparks""]",4.15,1708433,2205,2205,"Jun 25, 2004",The Notebook,30000000,81582653,"$116,223,302",2201,"The Notebook,2004"
2391,"Nothing Lasts Forever (1979), Roderick Thorp",Die Hard (1988),Die Hard,1988,"Die Hard,1988",tt0095016,Die Hard,Die Hard,0,1988,132,"Action,Thriller",8.2,1003644,Die Hard,Nothing Lasts Forever,Roderick Thorp,"Nothing Lasts Forever,Roderick Thorp",Nothing Lasts Forever,"[""Roderick Thorp""]",3.5,2809,2415,2415,"Jul 15, 1988",Die Hard,28000000,85892546,"$143,651,650",2401,"Die Hard,1988"
2409,"Oil! (1927), Upton Sinclair",There Will Be Blood (2007),There Will Be Blood,2007,"There Will Be Blood,2007",tt0469494,There Will Be Blood,There Will Be Blood,0,2007,158,Drama,8.2,687170,There Will Be Blood,Oil!,Upton Sinclair,"Oil!,Upton Sinclair",Oil!,"[""Upton Sinclair""]",3.73,6642,2606,2606,"Dec 26, 2007",There Will Be Blood,25000000,40222514,"$77,185,983",2601,"There Will Be Blood,2007"
2442,"On Her Majesty's Secret Service (1963), Ian Fleming",On Her Majesty's Secret Service (1969),On Her Majesty's Secret Service,1969,"On Her Majesty's Secret Service,1969",tt0064757,On Her Majesty's Secret Service,On Her Majesty's Secret Service,0,1969,142,"Action,Adventure,Thriller",6.7,105202,On Her Majesty's Secret Service,On Her Majesty's Secret Service,Ian Fleming,"On Her Majesty's Secret Service,Ian Fleming",On Her Majesty's Secret Service,"[""Ian Fleming""]",3.97,20629,4538,4538,"Nov 28, 1969",On Her Majesty's Secret Service,8000000,22800000,"$82,000,000",4501,"On Her Majesty's Secret Service,1969"
2443,"On Stranger Tides (1987), Tim Powers",Pirates of the Caribbean: On Stranger Tides (2011),Pirates of the Caribbean: On Stranger Tides,2011,"Pirates of the Caribbean: On Stranger Tides,2011",tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,0,2011,136,"Action,Adventure,Fantasy",6.6,595621,Pirates of the Caribbean: On Stranger Tides,On Stranger Tides,Tim Powers,"On Stranger Tides,Tim Powers",On Stranger Tides,"[""Tim Powers""]",3.83,10051,5,5,"May 20, 2011",Pirates of the Caribbean: On Stranger Tides,379000000,241071802,"$1,045,713,802",1,"Pirates of the Caribbean: On Stranger Tides,2011"
2449,"One Shot (2004), Lee Child",Jack Reacher (2012),Jack Reacher,2012,"Jack Reacher,2012",tt0790724,Jack Reacher,Jack Reacher,0,2012,130,"Action,Thriller",7,384115,Jack Reacher,One Shot,Lee Child,"One Shot,Lee Child",One Shot,"[""Lee Child""]",4.24,116117,1087,1087,"Dec 20, 2012",Jack Reacher,60000000,80070736,"$217,370,736",1001,"Jack Reacher,2012"
2464,"Ordinary People (1976), Judith Guest",Ordinary People (1980),Ordinary People,1980,"Ordinary People,1980",tt0081283,Ordinary People,Ordinary People,0,1980,124,Drama,7.7,60460,Ordinary People,Ordinary People,Judith Guest,"Ordinary People,Judith Guest",Ordinary People,"[""Judith Guest""]",3.93,21825,4805,4805,"Sep 19, 1980",Ordinary People,6200000,52302978,"$52,304,352",4801,"Ordinary People,1980"
2468,"The Other Boleyn Girl (2001), Philippa Gregory",The Other Boleyn Girl (2008),The Other Boleyn Girl,2008,"The Other Boleyn Girl,2008",tt0467200,The Other Boleyn Girl,The Other Boleyn Girl,0,2008,115,"Biography,Drama,History",6.7,125458,The Other Boleyn Girl,The Other Boleyn Girl,Philippa Gregory,"The Other Boleyn Girl,Philippa Gregory",The Other Boleyn Girl,"[""Philippa Gregory""]",4.08,499670,1784,1784,"Feb 29, 2008",The Other Boleyn Girl,40000000,26814957,"$78,269,970",1701,"The Other Boleyn Girl,2008"
2473,"Out of Sight (1996), Elmore Leonard",Out of Sight (1998),Out of Sight,1998,"Out of Sight,1998",tt0120780,Out of Sight,Out of Sight,0,1998,123,"Comedy,Crime,Drama",7,104266,Out of Sight,Out of Sight,Elmore Leonard,"Out of Sight,Elmore Leonard",Out of Sight,"[""Elmore Leonard""]",3.94,12569,1493,1493,"Jun 26, 1998",Out of Sight,48000000,37562568,"$77,562,568",1401,"Out of Sight,1998"
2482,"The Painted Veil (1925), W. Somerset Maugham",The Painted Veil (2006),The Painted Veil,2006,"The Painted Veil,2006",tt0446755,The Painted Veil,The Painted Veil,0,2006,125,"Drama,Romance",7.4,99020,The Painted Veil,The Painted Veil,W. Somerset Maugham,"The Painted Veil,W. Somerset Maugham",The Painted Veil,"[""W. Somerset Maugham""]",3.97,46648,3186,3186,"Dec 20, 2006",The Painted Veil,19400000,8060487,"$15,118,795",3101,"The Painted Veil,2006"
2491,"Patriot Games (1987), Tom Clancy",Patriot Games (1992),Patriot Games,1992,"Patriot Games,1992",tt0105112,Patriot Games,Patriot Games,0,1992,117,"Action,Thriller",6.8,126406,Patriot Games,Patriot Games,Tom Clancy,"Patriot Games,Tom Clancy",Patriot Games,"[""Tom Clancy""]",4.16,207146,1533,1533,"Jun 5, 1992",Patriot Games,45000000,83287363,"$178,100,000",1501,"Patriot Games,1992"
2493,"The Pelican Brief (1992), John Grisham",The Pelican Brief (1993),The Pelican Brief,1993,"The Pelican Brief,1993",tt0107798,The Pelican Brief,The Pelican Brief,0,1993,141,"Crime,Drama,Mystery",6.6,101811,The Pelican Brief,The Pelican Brief,John Grisham,"The Pelican Brief,John Grisham",The Pelican Brief,"[""John Grisham""]",4.05,430873,1528,1528,"Dec 17, 1993",The Pelican Brief,45000000,100768056,"$187,995,859",1501,"The Pelican Brief,1993"
2499,"Pet Sematary (1983), Stephen King",Pet Sematary (1989),Pet Sematary,1989,"Pet Sematary,1989",tt0098084,Pet Sematary,Pet Sematary,0,1989,103,"Fantasy,Horror,Thriller",6.5,121569,Pet Sematary,Pet Sematary,Stephen King,"Pet Sematary,Stephen King",Pet Sematary,"[""Stephen King""]",4.06,600453,4036,4036,"Apr 21, 1989",Pet Sematary,11500000,57469179,"$57,469,850",4001,"Pet Sematary,1989"
2501,"Pet Sematary (1983), Stephen King",Pet Sematary (2019),Pet Sematary,2019,"Pet Sematary,2019",tt0837563,Pet Sematary,Pet Sematary,0,2019,100,"Horror,Mystery,Thriller",5.7,103135,Pet Sematary,Pet Sematary,Stephen King,"Pet Sematary,Stephen King",Pet Sematary,"[""Stephen King""]",4.06,600453,2890,2890,"Apr 5, 2019",Pet Sematary,21000000,54724696,"$111,809,732",2801,"Pet Sematary,2019"
2535,"The Phantom of the Opera (French: Le Fantôme de l'Opéra) (serialised 1909–1910, published as a book 1910), Gaston Leroux",The Phantom of the Opera (2004),The Phantom of the Opera,2004,"The Phantom of the Opera,2004",tt0293508,The Phantom of the Opera,The Phantom of the Opera,0,2004,143,"Drama,Musical,Romance",7.2,136169,The Phantom of the Opera,The Phantom of the Opera,Gaston Leroux,"The Phantom of the Opera,Gaston Leroux",The Phantom of the Opera,"[""Gaston Leroux""]",3.96,245024,1255,1255,"Dec 8, 2004",The Phantom of the Opera,55000000,51363743,"$153,907,999",1201,"The Phantom of the Opera,2004"
2564,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Planet of the Apes (1968),Planet of the Apes,1968,"Planet of the Apes,1968",tt0063442,Planet of the Apes,Planet of the Apes,0,1968,112,"Adventure,Sci-Fi",8,207524,Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,4917,4917,"Feb 8, 1968",Planet of the Apes,5800000,32589624,"$32,593,134",4901,"Planet of the Apes,1968"
2565,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes,1970,"Beneath the Planet of the Apes,1970",tt0065462,Beneath the Planet of the Apes,Beneath the Planet of the Apes,0,1970,95,"Action,Adventure,Sci-Fi",6,56692,Beneath the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,5478,5478,"May 26, 1970",Beneath the Planet of the Apes,3000000,17489009,"$17,489,009",5401,"Beneath the Planet of the Apes,1970"
2566,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Escape from the Planet of the Apes (1971),Escape from the Planet of the Apes,1971,"Escape from the Planet of the Apes,1971",tt0067065,Escape from the Planet of the Apes,Escape from the Planet of the Apes,0,1971,98,"Action,Sci-Fi",6.3,43794,Escape from the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,5642,5642,1971,Escape from the Planet of the Apes,2500000,12300000,"$12,300,000",5601,"Escape from the Planet of the Apes,1971"
2567,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Conquest of the Planet of the Apes (1972),Conquest of the Planet of the Apes,1972,"Conquest of the Planet of the Apes,1972",tt0068408,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,0,1972,88,"Action,Sci-Fi",6.1,39784,Conquest of the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,5896,5896,"Jun 30, 1972",Conquest of the Planet of the Apes,1700000,9700000,"$9,700,000",5801,"Conquest of the Planet of the Apes,1972"
2568,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Battle for the Planet of the Apes (1973),Battle for the Planet of the Apes,1973,"Battle for the Planet of the Apes,1973",tt0069768,Battle for the Planet of the Apes,Battle for the Planet of the Apes,0,1973,93,"Action,Sci-Fi",5.4,37203,Battle for the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,5871,5871,1973,Battle for the Planet of the Apes,1800000,8800000,"$8,800,000",5801,"Battle for the Planet of the Apes,1973"
2569,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Planet of the Apes (2001),Planet of the Apes,2001,"Planet of the Apes,2001",tt0133152,Planet of the Apes,Planet of the Apes,0,2001,120,"Action,Adventure,Sci-Fi",5.7,239653,Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,492,492,"Jul 27, 2001",Planet of the Apes,100000000,180011740,"$362,211,740",401,"Planet of the Apes,2001"
2570,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes,2011,"Rise of the Planet of the Apes,2011",tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,0,2011,105,"Action,Drama,Sci-Fi",7.6,598349,Rise of the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,576,576,"Aug 5, 2011",Rise of the Planet of the Apes,93000000,176760185,"$470,986,200",501,"Rise of the Planet of the Apes,2011"
2571,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Dawn of the Planet of the Apes (2014),Dawn of the Planet of the Apes,2014,"Dawn of the Planet of the Apes,2014",tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,130,"Action,Adventure,Drama",7.6,505002,Dawn of the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,184,184,"Jul 9, 2014",Dawn of the Planet of the Apes,170000000,208545589,"$710,644,566",101,"Dawn of the Planet of the Apes,2014"
2572,"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",War for the Planet of the Apes (2017),War for the Planet of the Apes,2017,"War for the Planet of the Apes,2017",tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,0,2017,140,"Action,Adventure,Drama",7.4,320777,War for the Planet of the Apes,Planet of the Apes,Pierre Boulle,"Planet of the Apes,Pierre Boulle",Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,227,227,"Jul 14, 2017",War for the Planet of the Apes,152000000,146880162,"$489,592,267",201,"War for the Planet of the Apes,2017"
2591,"The Poseidon Adventure (1972), Paul Gallico",Poseidon (2006),Poseidon,2006,"Poseidon,2006",tt0409182,Poseidon,Poseidon,0,2006,98,"Action,Adventure,Thriller",5.7,114238,Poseidon,The Poseidon Adventure,Paul Gallico,"The Poseidon Adventure,Paul Gallico",The Poseidon Adventure,"[""Paul Gallico""]",3.92,8616,216,216,"May 12, 2006",Poseidon,160000000,60674817,"$181,674,817",201,"Poseidon,2006"
2594,"The Postman (1985), David Brin",The Postman (1997),The Postman,1997,"The Postman,1997",tt0119925,The Postman,The Postman,0,1997,177,"Action,Adventure,Drama",6.1,82170,The Postman,The Postman,David Brin,"The Postman,David Brin",The Postman,"[""David Brin""]",3.89,35793,777,777,"Dec 25, 1997",The Postman,80000000,17650704,"$20,841,123",701,"The Postman,1997"
