"X1","X2"
"Rosemary's Baby (1967), Ira Levin","Rosemary's Baby (1968)"
"Rosemary's Baby (1967), Ira Levin","Look What's Happened to Rosemary's Baby (1976)[N 4]"
"The Rover (1923), Joseph Conrad","The Rover (1967)"
"The Ruined Map (燃え尽きた地図, Moetsukita chizu) (1967), Kōbō Abe","The Man Without a Map (1968)"
"The Rules of Attraction (1987), Bret Easton Ellis","The Rules of Attraction (2002)"
"Rum Punch (1992), Elmore Leonard","Jackie Brown (1997)"
"The Runaway Jury (1996), John Grisham","Runaway Jury (2003)"
"A Running Duck (a.k.a. Fair Game) (1974), Paula Gosling","Cobra (1986)"
"A Running Duck (a.k.a. Fair Game) (1974), Paula Gosling","Fair Game (1995)"
"The Running Man (1982), Stephen King[N 33]","The Running Man (1987)"
"The Russia House (1989), John le Carré","The Russia House (1990)"
"Sackett (1961)[N 1], Louis L'Amour","The Sacketts (1979)[N 2]"
"Sacred Wood (Chinese: 神木 Shen Mu) (1999), Liu Qingbang","Blind Shaft (Chinese: 盲井; pinyin: Mángjǐng) (2003)"
"The Saga of Pecos Bill (1923), Edward O'Reilly","Melody Time (1948)"
"The Saga of Pecos Bill (1923), Edward O'Reilly","Tall Tale (1995)"
"Sahara (1992), Clive Cussler","Sahara (2005)"
"The Sailor Who Fell from Grace with the Sea (午後の曳航, Gogo no eiko) (1963), Yukio Mishima","The Sailor Who Fell from Grace with the Sea (1976)"
"Saint Jack (1973), Paul Theroux","Saint Jack (1979)"
"Saint Johnson (1930), W. R. Burnett","Law and Order (1932)"
"Saint Johnson (1930), W. R. Burnett","Wild West Days (1937)"
"The Salamander (1973), Morris West","The Salamander (1981)"
"'Salem's Lot (1975), Stephen King","Salem's Lot (1979)[N 2]"
"'Salem's Lot (1975), Stephen King","A Return to Salem's Lot (1987)"
"Salmon Fishing in the Yemen (2006), Paul Torday","Salmon Fishing in the Yemen (2011)"
"A Salute to the Great Macarthy (1970), Barry Oakley","The Great Macarthy (1975)"
"Sanctuary (1931), William Faulkner","The Story of Temple Drake (1933)"
"The Sand Pebbles (1962), Richard McKenna","The Sand Pebbles (1966)"
"Sanshirō (三四郎) (1908), Natsume Sōseki","Natsume Sōseki's Sanshirō (Japanese: 夏目漱石の三四郎, Sōseki Natsume no Sanshirō) (1955)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1943)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata Part II (1945)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1955)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1965)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1970)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1977)"
"Sanshiro Sugata (姿三四郎, Sugata Sanshirō) (1942), Tsuneo Tomita","Sanshiro Sugata (1981)[N 2]"
"The Satan Bug (1962), Alistair MacLean","The Satan Bug (1965)"
"Save the Tiger (1972), Steve Shagan","Save the Tiger (1974)"
"Sayonara (1954), James A. Michener","Sayonara (1957)"
"A Scanner Darkly (1977), Philip K. Dick","A Scanner Darkly (2006)"
"Scarface (1930), Armitage Trail","Scarface (1932)"
"Scarface (1930), Armitage Trail","Scarface (1983)"
"The Scarlet Gang of Asakusa (浅草紅團, Asakusa Kurenaidan) (1930), Yasunari Kawabata","The Scarlet Gang of Asakusa (1930)"
"The Scarlet Gang of Asakusa (浅草紅團, Asakusa Kurenaidan) (1930), Yasunari Kawabata","The Scarlet Gang of Asakusa (1952)"
"The Scarlet Gang of Asakusa (浅草紅團, Asakusa Kurenaidan) (1930), Yasunari Kawabata","The Asakusa Story (1953)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1908)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1911)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1913)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1917)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1920)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1922)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1926)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1934)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (German: Der Scharlachrote Buchstabe) (1973)"
"The Scarlet Letter (1850), Nathaniel Hawthorne","The Scarlet Letter (1995)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Scarlet Pimpernel (1917)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Scarlet Pimpernel (1934)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Return of the Scarlet Pimpernel (1937)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","""Pimpernel"" Smith (1941)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","Pimpernel Svensson (1950)"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Scarlet Pimpernel (1982)[N 2]"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Scarlet Pimpernel (1987)[N 2]"
"The Scarlet Pimpernel (1903–1905), Baroness Emmuska Orczy","The Forecourt Pimpernel (2001)[N 2]"
"The Searchers (1954), Alan Le May","The Searchers (1956)"
"Schindler's Ark (1982),[1]Thomas Keneally","Schindler's List (1993)"
"The Screaming Mimi (1949), Fredric Brown","The Screaming Mimi (1958)"
"The Screaming Mimi (1949), Fredric Brown","The Bird with the Crystal Plumage (1970)"
"The Score (1963), Donald E. Westlake[N 3]","Pillaged (French: Mise à sac) (1967)"
"The Score (1963), Donald E. Westlake[N 3]","The Score (1978)"
"The Sea Hawk (1915), Rafael Sabatini","The Sea Hawk (1924)"
"The Sea Hawk (1915), Rafael Sabatini","The Sea Hawk (1940)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1913)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1920)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1926)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1930)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1941)"
"The Sea-Wolf (1904), Jack London","Wolf Larsen (1958)"
"The Sea-Wolf (1904), Jack London","Legend of the Sea Wolf (Italian: Il lupo dei mari) (1975)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1993) (TV)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (1997)"
"The Sea-Wolf (1904), Jack London","The Sea Wolf (2008)"
"Season of the Sun (太陽の季節, Taiyō no Kisetsu) (1955), Shintaro Ishihara","Season of the Sun (1956)"
"The Second Victory (1958) (a. k. a. Backlash), Morris West","The Second Victory (1986)"
"The Secret Agent (1907), Joseph Conrad","Sabotage (1936)"
"The Secret Agent (1907), Joseph Conrad","The Secret Agent (1996)"
"The Secret Dreamworld of a Shopaholic (2003), Madeline Wickham (as Sophie Kinsella)","Confessions of a Shopaholic (2009)"
"The Secret Life of Bees (2002), Sue Monk Kidd","The Secret Life of Bees (2008)"
"Sense and Sensibility (1811), Jane Austen","Sense and Sensibility (1995)"
"Sense and Sensibility (1811), Jane Austen","Kandukondain Kandukondain (2000)"
"Sense and Sensibility (1811), Jane Austen","From Prada to Nada (2011)"
"The Seven Brothers (Finnish: Seitsemän veljestä) (1870), Aleksis Kivi","Seven Brothers [fi] (1939)"
"The Seven Brothers (Finnish: Seitsemän veljestä) (1870), Aleksis Kivi","Seven Brothers [fi] (1979)"
"Seven Days to a Killing (1973), Clive Egleton","The Black Windmill (1974)"
"The Seven-Per-Cent Solution (1974), Nicholas Meyer","The Seven-Per-Cent Solution (1976)"
"The Seventh (1967), Donald E. Westlake (as Richard Stark)","The Split (1968)"
"The Shadow-Line (1917), Joseph Conrad","The Shadow Line (Polish: Smuga cienia) (1976)"
"The Shadow Riders (1982), Louis L'Amour","The Shadow Riders (1982)[N 2]"
"Shaft (1970), Ernest Tidyman","Shaft (1971)"
"Shaft (1970), Ernest Tidyman","Shaft's Big Score! (1972)"
"Shaft (1970), Ernest Tidyman","Shaft in Africa (1973)"
"Shaft (1970), Ernest Tidyman","Shaft (2000)"
"Shaft (1970), Ernest Tidyman","Shaft (2019)"
"Shaft's Big Score! (1972), Ernest Tidyman","same as above"
"Shalako (1962), Louis L'Amour","Shalako (1968)"
"The Shape of Things to Come (1933), H. G. Wells","Things to Come (1936)"
"The Shape of Things to Come (1933), H. G. Wells","H. G. Wells' The Shape of Things to Come (1979)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1908)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1911)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1916)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1917)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1925)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1935)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1965)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","The Vengeance of She (1968)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (1984)"
"She: A History of Adventure (serialised 1886–87, published as a book, 1887), H. Rider Haggard","She (2001)[N 4]"
"She Loves Me Not (1933), Edward Hope","She Loves Me Not (1934)"
"She Loves Me Not (1933), Edward Hope","True to the Army (1942)"
"She Loves Me Not (1933), Edward Hope","How to Be Very, Very Popular (1955)"
"She Who Was No More (French: Celle qui n'était plus) (1952), Pierre Boileau and Thomas Narcejac","Les Diaboliques (1955)"
"She Who Was No More (French: Celle qui n'était plus) (1952), Pierre Boileau and Thomas Narcejac","Crucible of Horror (1971)"
"She Who Was No More (French: Celle qui n'était plus) (1952), Pierre Boileau and Thomas Narcejac","Reflections of Murder (1974)[N 2]"
"She Who Was No More (French: Celle qui n'était plus) (1952), Pierre Boileau and Thomas Narcejac","House of Secrets (1993)[N 2]"
"She Who Was No More (French: Celle qui n'était plus) (1952), Pierre Boileau and Thomas Narcejac","Diabolique (1996)"
"Sheep (2004), Simon Maginn","The Dark (2005)"
"A Shilling for Candles (1936), Josephine Tey (pseudonym for Elizabeth MacKintosh)","Young and Innocent (1937)"
"The Shining (1977), Stephen King","The Shining (1980)"
"Shining Through (1988), Susan Isaacs","Shining Through (1992)"
"The Shipping News (1993), Annie Proulx","The Shipping News (2001)"
"The Shrinking Man (1956), Richard Matheson","The Incredible Shrinking Man (1957)"
"The Shrinking Man (1956), Richard Matheson","The Incredible Shrinking Woman (1981)"
"Shoeless Joe (1982), W. P. Kinsella","Field of Dreams (1989)"
"The Shoes of the Fisherman (1963), Morris West","The Shoes of the Fisherman (1968)"
"The Shootist (1975), Glendon Swarthout","The Shootist (1976)"
"Shout at the Devil (1968), Wilbur Smith","Shout at the Devil (1976)"
"Shutter Island (2003), Dennis Lehane","Shutter Island (2010)"
"Sideways (2004), Rex Pickett","Sideways (2004)"
"The Siege of Trencher's Farm (1969), Gordon Williams","Straw Dogs (1971)"
"The Siege of Trencher's Farm (1969), Gordon Williams","Straw Dogs (2011)"
"The Silence of the Lambs (1988), Thomas Harris","The Silence of the Lambs (1991)"
"A Simple Plan (1993), Scott Smith","A Simple Plan (1998)"
"Simple Simon (1996), Ryne Douglas Pearson","Mercury Rising (1998)"
"The Singer Not the Song (1953), Audrey Erskine Lindop","The Singer Not the Song (1961)"
"Single Lady (1931), John Monk Saunders","The Last Flight (1931)"
"Sister Carrie (1900), Theodore Dreiser","Carrie (1952)"
"Six Days of the Condor (1974), James Grady","Three Days of the Condor (1975)"
"Six Weeks (1976), Fred Mustard Stewart","Six Weeks (1982)"
"The Sixth of May (Dutch: De Zesde Mei) (2003), Tomas Ross","06/05 (2003)"
"Skinwalkers (1986), Tony Hillerman","Skinwalkers (2002)"
"Skipping Christmas (2001), John Grisham","Christmas with the Kranks (2004)"
"Skyscraper (1931), Faith Baldwin","Skyscraper Souls (1932)"
"Slaughterhouse-Five (1969), Kurt Vonnegut","Slaughterhouse-Five (1972)"
"Slayground (1971), Donald E. Westlake[N 3]","Slayground (1983)"
"Sleeping with the Enemy (1987), Nancy Price","Sleeping with the Enemy (1991)"
"Sleepless (Arabic: لا أنام, La Anam) (1969), Ihsan Abdel Quddous","Sleepless (1957)"
"Sliver (1991), Ira Levin","Sliver (1993)"
"Slugs (1982), Shaun Hutson","Slugs (1988)"
"Small Vices (1997), Robert B. Parker","Spenser: Small Vices (1999)[N 2]"
"The Snatchers (1953), Lionel White","The Night of the Following Day (1968)"
"Snow Angels (1994), Stewart O'Nan","Snow Angels (2007)"
"Snow Country (雪国, Yukiguni) (1948), Yasunari Kawabata","Snow Country (1957)"
"So Red the Rose (1934), Stark Young","So Red the Rose (1935)"
"Solaris (1961), Stanislaw Lem","Solaris (1972)"
"Solaris (1961), Stanislaw Lem","Solaris (2002)"
"Soldier of Fortune (1953), Ernest K. Gann","Soldier of Fortune (1955)"
"A Soldier's Daughter Never Cries (1990),[2]Kaylie Jones","A Soldier's Daughter Never Cries (1998)"
"Something Wicked This Way Comes (1962), Ray Bradbury","Something Wicked This Way Comes (1972)"
"Something Wicked This Way Comes (1962), Ray Bradbury","Something Wicked This Way Comes (1983)"
"The Song of Bernadette (1941), Franz Werfel","The Song of Bernadette (1943)"
"The Song of Everlasting Sorrow (Chinese: 長恨歌, Cháng hèn gē) (1995), Wang Anyi","Everlasting Regret (2005)"
"The Song of the Blood-Red Flower (Finnish: Laulu tulipunaisesta kukasta) (1905), Johannes Linnankoski","The Flame of Life (Swedish: Sången om den eldröda blomman) (1919)"
"The Song of the Blood-Red Flower (Finnish: Laulu tulipunaisesta kukasta) (1905), Johannes Linnankoski","Man's Way with Women (1934)"
"The Song of the Blood-Red Flower (Finnish: Laulu tulipunaisesta kukasta) (1905), Johannes Linnankoski","The Song of the Scarlet Flower (1938)"
"The Song of the Blood-Red Flower (Finnish: Laulu tulipunaisesta kukasta) (1905), Johannes Linnankoski","The Song of the Scarlet Flower (1956)"
"The Song of the Blood-Red Flower (Finnish: Laulu tulipunaisesta kukasta) (1905), Johannes Linnankoski","The Song of the Blood-Red Flower (1971)"
"The Song of the Damned (Portuguese: Canto dos Malditos) (2001), Austregésilo Carrano Bueno","Brainstorm (Portuguese: Bicho de Sete Cabeças) (2000)"
"Sons and Lovers (1913), D. H. Lawrence","Sons and Lovers (1960)"
"S.O.S. Noronha (1954), Pierre Viré","S.O.S. Noronha (1957)"
"The Sound and the Fury (1929), William Faulkner","The Sound and the Fury (1959)"
"The Sound of the Mountain (山の音, Yama no oto) (1954), Chikuma Shobō","Sound of the Mountain (1954)"
"The Sound of Waves (潮騒, Shiosai) (1954), Yukio Mishima","The Sound of Waves (1954)"
"The Sound of Waves (潮騒, Shiosai) (1954), Yukio Mishima","The Sound of Waves (1964)"
"The Sound of Waves (潮騒, Shiosai) (1954), Yukio Mishima","The Sound of Waves (1971)"
"The Sound of Waves (潮騒, Shiosai) (1954), Yukio Mishima","The Sound of Waves (1975)"
"The Sound of Waves (潮騒, Shiosai) (1954), Yukio Mishima","The Sound of Waves (1985)"
"Sour Sweet (1982), Timothy Mo","Soursweet (1989)"
"The Space Vampires (1976), Colin Wilson","Lifeforce (1985)"
"Spaceman of Bohemia (2017), Jaroslav Kalfař","Spaceman (2024)"
"The Spanish Gardener (1950), A. J. Cronin","The Spanish Gardener (1957)"
"Spartacus (1951), Howard Fast","Spartacus (1960)"
"Sphere (1987), Michael Crichton","Sphere (1998)"
"Spider (1990), Patrick McGarth","Spider (2002)"
"The Spider-Man (蜘蛛男, Kumo-Otoko) (1929–30), Edogawa Ranpo","The Murderer: Spider-Man (Japanese: 殺人鬼 蜘蛛男, Satsujinki: Kumo-otoko) (1958)"
"The Spider-Man (蜘蛛男, Kumo-Otoko) (1929–30), Edogawa Ranpo","The Spider-Man's Counterattack (Japanese: 蜘蛛男の逆襲, Kumo-otoko no gyakushū) (1958)"
"Spirales (1987), Christopher Frank","Spirale (1987)"
"Split Images (1981), Elmore Leonard","Split Images (1992) (TV)"
"The Spoilers (1906), Rex Beach","The Spoilers (1914)"
"The Spoilers (1906), Rex Beach","The Spoilers (1923)"
"The Spoilers (1906), Rex Beach","The Spoilers (1930)"
"The Spoilers (1906), Rex Beach","The Spoilers (1942)"
"The Spoilers (1906), Rex Beach","The Spoilers (1955)"
"The Spook Who Sat by the Door (1969), Sam Greenlee","The Spook Who Sat by the Door (1973)"
"A Sporting Proposition (1973), James Aldridge","Ride a Wild Pony (1975)"
"Spy Story (1974), Len Deighton","Spy Story (1976)"
"The Spy Who Came in from the Cold (1963), John le Carré","The Spy Who Came in from the Cold (1965)"
"The Spy Who Loved Me (1962), Ian Fleming","The Spy Who Loved Me (1977)"
"Stairs of Sand (1929), Zane Grey","Stairs of Sand (1929)"
"Stairs of Sand (1929), Zane Grey","Arizona Mahoney (1936)"
"The Stalking Moon (1965), T. V. Olsen","The Stalking Moon (1968)"
"Stand at Spanish Boot (1948), Harry Brown","Apache Drums (1951)"
"Star in the West (1959), Richard Emery Roberts","The Second Time Around (1961)"
"Stardust (1999), Neil Gaiman","Stardust (2007)"
"Starfire (1960), Robert Buckner","Moon Pilot (1962)"
"Stars in My Crown (1947), Joe David Brown","Stars In My Crown (1950)"
"The Stars Look Down (1935), A. J. Cronin","The Stars Look Down (1939)"
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers (1997)"
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers 2: Hero of the Federation (2004)[N 2]"
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers 3: Marauder (2007)[N 4]"
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers: Invasion (2012)[N 4]"
"Starship Troopers (1959), Robert A. Heinlein","Starship Troopers: Traitor of Mars (2017)[N 4]"
"Station West (1948), Luke Short","Station West (1948)"
"The Stepford Wives (1972), Ira Levin","The Stepford Wives (1975)"
"The Stepford Wives (1972), Ira Levin","Revenge of the Stepford Wives (1980)[N 2]"
"The Stepford Wives (1972), Ira Levin","The Stepford Children (1987)[N 2]"
"The Stepford Wives (1972), Ira Levin","The Stepford Husbands (1996)[N 2]"
"The Stepford Wives (1972), Ira Levin","The Stepford Wives (2004)"
"Stella Dallas (1923), Olive Higgins Prouty","Stella Dallas (1925)"
"Stella Dallas (1923), Olive Higgins Prouty","Stella Dallas (1937)"
"Stella Dallas (1923), Olive Higgins Prouty","Stella (1990)"
"A Stir of Echoes (1958), Richard Matheson","Stir of Echoes (1999)"
"A Stir of Echoes (1958), Richard Matheson","Stir of Echoes: The Homecoming (2007)"
"Story of a Prostitute (春婦伝, Shunpuden) (1947), Taijiro Tamura","Escape at Dawn (Japanese: 暁の脱走, Akatsuki no Dassō) (1950)"
"Story of a Prostitute (春婦伝, Shunpuden) (1947), Taijiro Tamura","Story of a Prostitute (1965)"
"Story of O (French: Histoire d'O) (1954), Anne Desclos (as Pauline Réage)","Story of O (1975)"
"Story of O (French: Histoire d'O) (1954), Anne Desclos (as Pauline Réage)","Story of O: Chapter 2 (French: Histoire d'O: Chapitre 2) (1984)"
"The Story of Zarak Khan (1949), A. J. Bevan","Zarak (1956)"
"A Stranger Came Home (1949), George Sanders","A Stranger Came Home (1954)"
"A Stranger Is Watching (1977), Mary Higgins Clark","A Stranger Is Watching (1982)"
"Strangers (異人たちとの夏, Ijintachi to no natsu) (1987), Taichi Yamada","The Discarnates (1988)"
"Strangers (異人たちとの夏, Ijintachi to no natsu) (1987), Taichi Yamada","All of Us Strangers (2023)"
"Strangers on a Train (1950), Patricia Highsmith","Strangers on a Train (1951)"
"Strangers on a Train (1950), Patricia Highsmith","Once You Kiss a Stranger (1969)"
"Strangers on a Train (1950), Patricia Highsmith","Once You Meet a Stranger (1996)[N 2]"
"Stranger's Return (1933), Philip Stong","The Stranger's Return (1933)"
"Strip Tease (1993), Carl Hiaasen","Striptease (1996)"
"The Stud (1969), Jackie Collins","The Stud (1978)"
"Sultana - La Nuit du Sérail (1982), Prince Michael of Greece and Denmark","The Favorite (a.k.a. Intimate Power) (1989)"
"The Sum of All Fears (1991), Tom Clancy","The Sum of All Fears (2002)"
"The Sun Also Rises (1926), Ernest Hemingway","The Sun Also Rises (1957)"
"The Sun Also Rises (1926), Ernest Hemingway","The Sun Also Rises (1984) (TV)"
"Sunset Pass (1928), Zane Grey","Sunset Pass (1929)"
"Sunset Pass (1928), Zane Grey","Sunset Pass (1933)"
"Sunset Pass (1928), Zane Grey","Sunset Pass (1946)"
"The Swarm (1974), Arthur Herzog","The Swarm (1978)"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Perils of the Wild (1925)[N 5]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Swiss Family Robinson (1940)"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","The Swiss Family Robinson (1958)[N 2]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Swiss Family Robinson (1960)"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","The Swiss Family Robinson (1973)[N 2]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","The Swiss Family Robinson (1975)[N 2]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Swiss Family Robinson (1996)[N 4]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","The Adventures of Swiss Family Robinson (1998)"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Beverly Hills Family Robinson (1997)[N 2]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","The New Swiss Family Robinson (1999)[N 2]"
"The Swiss Family Robinson (French: Der Schweizerische Robinson) (1812), Johann David Wyss","Stranded (2002)[N 2]"
"The Sword in the Stone (1938), T. H. White","The Sword in the Stone (1963)"
"Taggart (1959), Louis L'Amour","Taggart (1964)"
"Tai-Pan (1966), James Clavell","Tai-Pan (1986)"
"Take Three Tenses: A Fugue in Time (1945), Rumer Godden","Enchantment (1948)"
"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]","The Taking of Pelham One Two Three (1974)"
"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]","The Taking of Pelham One Two Three (1998)[N 2]"
"The Taking of Pelham One Two Three (1973), Morton Freedgood[N 6]","The Taking of Pelham 123 (2009)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1917)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1922)"
"A Tale of Two Cities (1859), Charles Dickens","The Only Way (1927)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1935)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1958)"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1980)[N 2]"
"A Tale of Two Cities (1859), Charles Dickens","A Tale of Two Cities (1984)[N 2]"
"Tales of the South Pacific (1947), James A. Michener","South Pacific (1958)"
"Tales of the South Pacific (1947), James A. Michener","South Pacific (2001)"
"The Talented Mr. Ripley (1955), Patricia Highsmith","Purple Noon (French: Plein soleil) (1960)"
"The Talented Mr. Ripley (1955), Patricia Highsmith","The Talented Mr. Ripley (1999)"
"The Tall Men (1954), Henry Wilson Allen","The Tall Men (1954)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan of the Apes (1918)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The Romance of Tarzan (1918)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The Revenge of Tarzan (1920)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The Son of Tarzan (1920)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The Adventures of Tarzan (1921)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Golden Lion (1927)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan the Mighty (1928)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan the Tiger (1929)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan the Ape Man (1932)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan the Fearless (1933)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and His Mate (1934)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","The New Adventures of Tarzan (1935)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan Escapes (1936)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan’s Revenge (1938)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan Finds a Son! (1939)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Secret Treasure (1941)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's New York Adventure (1942)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan Triumphs (1943)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Desert Mystery (1943)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Amazons (1945)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Leopard Woman (1946)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Huntress (1947)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Mermaids (1948)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Magic Fountain (1949)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Slave Girl (1950)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Peril (1951)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Savage Fury (1952)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the She-Devil (1953)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Hidden Jungle (1955)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Lost Safari (1957)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan and the Trappers (1958)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Fight for Life (1958)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan's Greatest Adventure (1959)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan, the Ape Man (1959)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan the Magnificent (1960)"
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs","Tarzan Goes to India (1962)"
