...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
3508,"Who Lie in Gaol (1952), Joan Henry",The Weak and the Wicked (1953),The Weak and the Wicked,1953,"The Weak and the Wicked,1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Who Lie in Gaol,Joan Henry,"Who Lie in Gaol,Joan Henry",NA,NA,NA,NA
3509,"Who Rides with Wyatt (1955), Henry Wilson Allen",Young Billy Young (1969),Young Billy Young,1969,"Young Billy Young,1969",tt0065230,movie,Young Billy Young,Young Billy Young,0,1969,\N,89,"Action,Romance,Western",5.7,1663,Young Billy Young,Who Rides with Wyatt,Henry Wilson Allen,"Who Rides with Wyatt,Henry Wilson Allen",NA,NA,NA,NA
3510,"Why Me? (1983), Donald E. Westlake",Why Me? (1990),Why Me?,1990,"Why Me?,1990",tt0100931,movie,Why Me?,Why Me?,0,1990,\N,87,"Action,Adventure,Comedy",5.7,1552,Why Me?,Why Me?,Donald E. Westlake,"Why Me?,Donald E. Westlake",Why Me?,"[""Donald E. Westlake""]",4.12,1444
3511,"Wicked Water (1949), MacKinlay Kantor",Wicked Water (1953),Wicked Water,1953,"Wicked Water,1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wicked Water,MacKinlay Kantor,"Wicked Water,MacKinlay Kantor",Wicked Water,"[""MacKinlay Kantor""]",3.5,4
3512,"Wide Sargasso Sea (1966), Jean Rhys",Wide Sargasso Sea (1993),Wide Sargasso Sea,1993,"Wide Sargasso Sea,1993",tt0108565,movie,Wide Sargasso Sea,Wide Sargasso Sea,0,1993,\N,99,"Drama,Romance,Thriller",5.6,2323,Wide Sargasso Sea,Wide Sargasso Sea,Jean Rhys,"Wide Sargasso Sea,Jean Rhys",Wide Sargasso Sea,"[""Jean Rhys""]",3.59,94269
3513,"Wide Sargasso Sea (1966), Jean Rhys",Wide Sargasso Sea (2006)[N 2],Wide Sargasso Sea,2006,"Wide Sargasso Sea,2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wide Sargasso Sea,Jean Rhys,"Wide Sargasso Sea,Jean Rhys",Wide Sargasso Sea,"[""Jean Rhys""]",3.59,94269
3514,"A Widow for One Year (1998), John Irving",The Door in the Floor (2004),The Door in the Floor,2004,"The Door in the Floor,2004",tt0348593,movie,The Door in the Floor,The Door in the Floor,0,2004,\N,111,"Comedy,Drama",6.6,16546,The Door in the Floor,A Widow for One Year,John Irving,"A Widow for One Year,John Irving",A Widow for One Year,"[""John Irving""]",3.77,62845
3515,"Wieland (1798), Charles Brockden Brown",Wieland (2024),Wieland,2024,"Wieland,2024",tt24577704,movie,Wieland,Wieland,0,2024,\N,\N,"History,Horror,Musical",5.7,19,Wieland,Wieland,Charles Brockden Brown,"Wieland,Charles Brockden Brown",NA,NA,NA,NA
3516,"The Wild Heart (Spanish: Corazón salvaje) (1957), Caridad Bravo Adams",Corazón salvaje (1956),Corazón salvaje,1956,"Corazón salvaje,1956",tt0270889,movie,Corazón salvaje,Corazón salvaje,0,1956,\N,78,Drama,6.4,11,Corazón salvaje,The Wild Heart,Caridad Bravo Adams,"The Wild Heart,Caridad Bravo Adams",NA,NA,NA,NA
3517,"The Wild Heart (Spanish: Corazón salvaje) (1957), Caridad Bravo Adams",Juan del Diablo (1960),Juan del Diablo,1960,"Juan del Diablo,1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wild Heart,Caridad Bravo Adams,"The Wild Heart,Caridad Bravo Adams",NA,NA,NA,NA
3518,"The Wild Heart (Spanish: Corazón salvaje) (1957), Caridad Bravo Adams",Corazón salvaje (1968),Corazón salvaje,1968,"Corazón salvaje,1968",tt0061518,movie,Corazón salvaje,Corazón salvaje,0,1968,\N,95,"Adventure,Drama,Romance",6.3,123,Corazón salvaje,The Wild Heart,Caridad Bravo Adams,"The Wild Heart,Caridad Bravo Adams",NA,NA,NA,NA
3519,"Wild Horse Mesa (1928), Zane Grey",Wild Horse Mesa (1925),Wild Horse Mesa,1925,"Wild Horse Mesa,1925",tt0016534,movie,Wild Horse Mesa,Wild Horse Mesa,0,1925,\N,95,"Drama,Western",6.5,101,Wild Horse Mesa,Wild Horse Mesa,Zane Grey,"Wild Horse Mesa,Zane Grey",Wild Horse Mesa,"[""Zane Grey""]",3.94,373
3520,"Wild Horse Mesa (1928), Zane Grey",Wild Horse Mesa (1932),Wild Horse Mesa,1932,"Wild Horse Mesa,1932",tt0024774,movie,Wild Horse Mesa,Wild Horse Mesa,0,1932,\N,65,"Action,Drama,Romance",6.3,68,Wild Horse Mesa,Wild Horse Mesa,Zane Grey,"Wild Horse Mesa,Zane Grey",Wild Horse Mesa,"[""Zane Grey""]",3.94,373
3521,"Wild Horse Mesa (1928), Zane Grey",Wild Horse Mesa (1947),Wild Horse Mesa,1947,"Wild Horse Mesa,1947",tt0179533,movie,Wild Horse Mesa,Wild Horse Mesa,0,1947,\N,61,"Drama,Western",6.1,134,Wild Horse Mesa,Wild Horse Mesa,Zane Grey,"Wild Horse Mesa,Zane Grey",Wild Horse Mesa,"[""Zane Grey""]",3.94,373
3522,"Wild Justice (1979), Wilbur Smith",Wild Justice (a. k. a. Covert Assassin) (1993)[N 2],Wild Justice,1993,"Wild Justice,1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wild Justice,Wilbur Smith,"Wild Justice,Wilbur Smith",Wild Justice,"[""Wilbur Smith""]",3.94,3892
3523,"Will O' the Wisp (French: Le feu follet) (1931), Pierre Drieu La Rochelle",The Fire Within (1963),The Fire Within,1963,"The Fire Within,1963",tt0057058,movie,The Fire Within,Le feu follet,0,1963,\N,108,Drama,7.8,11265,Le feu follet,Will O' the Wisp,Pierre Drieu La Rochelle,"Will O' the Wisp,Pierre Drieu La Rochelle",NA,NA,NA,NA
3524,"Will O' the Wisp (French: Le feu follet) (1931), Pierre Drieu La Rochelle","Oslo, August 31st (Norwegian: Oslo, 31. august) (2011)","Oslo, August 31st",2011,"Oslo, August 31st,2011",tt1736633,movie,"Oslo, August 31st","Oslo, 31. august",0,2011,\N,95,Drama,7.6,32171,"Oslo, 31. august",Will O' the Wisp,Pierre Drieu La Rochelle,"Will O' the Wisp,Pierre Drieu La Rochelle",NA,NA,NA,NA
3525,"The Willing Flesh (1955), Willi Heinrich",Cross of Iron (1977),Cross of Iron,1977,"Cross of Iron,1977",tt0074695,movie,Cross of Iron,Cross of Iron,0,1977,\N,119,"Drama,War",7.4,30935,Cross of Iron,The Willing Flesh,Willi Heinrich,"The Willing Flesh,Willi Heinrich",NA,NA,NA,NA
3526,"Wilt (1976), Tom Sharpe",Wilt (1989),Wilt,1989,"Wilt,1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilt,Tom Sharpe,"Wilt,Tom Sharpe",Wilt,"[""Tom Sharpe""]",3.95,13439
3527,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Ichabod and Mr. Toad (1949),The Adventures of Ichabod and Mr. Toad,1949,"The Adventures of Ichabod and Mr. Toad,1949",tt0041094,movie,The Adventures of Ichabod and Mr. Toad,The Adventures of Ichabod and Mr. Toad,0,1949,\N,68,"Animation,Comedy,Family",6.8,19569,The Adventures of Ichabod and Mr. Toad,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3527,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Ichabod and Mr. Toad (1949),The Adventures of Ichabod and Mr. Toad,1949,"The Adventures of Ichabod and Mr. Toad,1949",tt0041094,movie,The Adventures of Ichabod and Mr. Toad,The Adventures of Ichabod and Mr. Toad,0,1949,\N,68,"Animation,Comedy,Family",6.8,19569,The Adventures of Ichabod and Mr. Toad,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3528,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1983)[N 2],The Wind in the Willows,1983,"The Wind in the Willows,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3528,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1983)[N 2],The Wind in the Willows,1983,"The Wind in the Willows,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3529,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1987)[N 2],The Wind in the Willows,1987,"The Wind in the Willows,1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3529,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1987)[N 2],The Wind in the Willows,1987,"The Wind in the Willows,1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3530,"The Wind in the Willows (1908), Kenneth Grahame",Wind in the Willows (1988)[N 2],Wind in the Willows,1988,"Wind in the Willows,1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3530,"The Wind in the Willows (1908), Kenneth Grahame",Wind in the Willows (1988)[N 2],Wind in the Willows,1988,"Wind in the Willows,1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3531,"The Wind in the Willows (1908), Kenneth Grahame",A Tale of Two Toads (1989)[N 2],A Tale of Two Toads,1989,"A Tale of Two Toads,1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3531,"The Wind in the Willows (1908), Kenneth Grahame",A Tale of Two Toads (1989)[N 2],A Tale of Two Toads,1989,"A Tale of Two Toads,1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3532,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Mole (1995),The Adventures of Mole,1995,"The Adventures of Mole,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3532,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Mole (1995),The Adventures of Mole,1995,"The Adventures of Mole,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3533,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1995)[N 2],The Wind in the Willows,1995,"The Wind in the Willows,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3533,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1995)[N 2],The Wind in the Willows,1995,"The Wind in the Willows,1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3534,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Toad (1996),The Adventures of Toad,1996,"The Adventures of Toad,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3534,"The Wind in the Willows (1908), Kenneth Grahame",The Adventures of Toad (1996),The Adventures of Toad,1996,"The Adventures of Toad,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3535,"The Wind in the Willows (1908), Kenneth Grahame",The Willows in Winter (1996)[N 2],The Willows in Winter,1996,"The Willows in Winter,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3535,"The Wind in the Willows (1908), Kenneth Grahame",The Willows in Winter (1996)[N 2],The Willows in Winter,1996,"The Willows in Winter,1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3536,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1996),The Wind in the Willows,1996,"The Wind in the Willows,1996",tt0118172,movie,The Wind in the Willows,The Wind in the Willows,0,1996,\N,88,"Adventure,Comedy,Family",6.2,3588,The Wind in the Willows,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3536,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (1996),The Wind in the Willows,1996,"The Wind in the Willows,1996",tt0118172,movie,The Wind in the Willows,The Wind in the Willows,0,1996,\N,88,"Adventure,Comedy,Family",6.2,3588,The Wind in the Willows,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3537,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (2006)[N 2],The Wind in the Willows,2006,"The Wind in the Willows,2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",3.58,12
3537,"The Wind in the Willows (1908), Kenneth Grahame",The Wind in the Willows (2006)[N 2],The Wind in the Willows,2006,"The Wind in the Willows,2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wind in the Willows,Kenneth Grahame,"The Wind in the Willows,Kenneth Grahame",The Wind in the Willows,"[""Kenneth Grahame""]",4.01,221091
3538,"The Wings of the Dove (1902), Henry James",The Wings of the Dove (1981),The Wings of the Dove,1981,"The Wings of the Dove,1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Wings of the Dove,Henry James,"The Wings of the Dove,Henry James",The Wings of the Dove,"[""Henry James""]",3.79,17102
3539,"The Wings of the Dove (1902), Henry James",The Wings of the Dove (1997),The Wings of the Dove,1997,"The Wings of the Dove,1997",tt0120520,movie,The Wings of the Dove,The Wings of the Dove,0,1997,\N,102,"Drama,Romance",7.1,13433,The Wings of the Dove,The Wings of the Dove,Henry James,"The Wings of the Dove,Henry James",The Wings of the Dove,"[""Henry James""]",3.79,17102
3540,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",The Many Adventures of Winnie the Pooh (1977),The Many Adventures of Winnie the Pooh,1977,"The Many Adventures of Winnie the Pooh,1977",tt0076363,movie,The Many Adventures of Winnie the Pooh,The Many Adventures of Winnie the Pooh,0,1977,\N,74,"Animation,Comedy,Family",7.5,41951,The Many Adventures of Winnie the Pooh,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3541,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Pooh's Grand Adventure: The Search for Christopher Robin (1997)[N 4],Pooh's Grand Adventure: The Search for Christopher Robin,1997,"Pooh's Grand Adventure: The Search for Christopher Robin,1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3542,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie the Pooh: Seasons of Giving (1999)[N 4],Winnie the Pooh: Seasons of Giving,1999,"Winnie the Pooh: Seasons of Giving,1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3543,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",The Tigger Movie (2000),The Tigger Movie,2000,"The Tigger Movie,2000",tt0220099,movie,The Tigger Movie,The Tigger Movie,0,2000,\N,77,"Adventure,Animation,Comedy",6.4,21370,The Tigger Movie,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3544,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",The Book of Pooh: Stories from the Heart (2001)[N 4],The Book of Pooh: Stories from the Heart,2001,"The Book of Pooh: Stories from the Heart,2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3545,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie the Pooh: A Very Merry Pooh Year (2002)[N 4],Winnie the Pooh: A Very Merry Pooh Year,2002,"Winnie the Pooh: A Very Merry Pooh Year,2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3546,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Piglet's Big Movie (2003),Piglet's Big Movie,2003,"Piglet's Big Movie,2003",tt0323642,movie,Piglet's Big Movie,Piglet's Big Movie,0,2003,\N,75,"Adventure,Animation,Comedy",6.1,9315,Piglet's Big Movie,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3547,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie the Pooh: Springtime with Roo (2004)[N 4],Winnie the Pooh: Springtime with Roo,2004,"Winnie the Pooh: Springtime with Roo,2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3548,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Pooh's Heffalump Movie (2005),Pooh's Heffalump Movie,2005,"Pooh's Heffalump Movie,2005",tt0407121,movie,Pooh's Heffalump Movie,Pooh's Heffalump Movie,0,2005,\N,68,"Adventure,Animation,Comedy",6.4,9115,Pooh's Heffalump Movie,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3549,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Pooh's Heffalump Halloween Movie (2005)[N 4],Pooh's Heffalump Halloween Movie,2005,"Pooh's Heffalump Halloween Movie,2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3550,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",My Friends Tigger and Pooh: Super Sleuth Christmas Movie (2007)[N 4],My Friends Tigger and Pooh: Super Sleuth Christmas Movie,2007,"My Friends Tigger and Pooh: Super Sleuth Christmas Movie,2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3551,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Tigger and Pooh and a Musical Too (2009)[N 4],Tigger and Pooh and a Musical Too,2009,"Tigger and Pooh and a Musical Too,2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3552,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Super Duper Super Sleuths (2010)[N 4],Super Duper Super Sleuths,2010,"Super Duper Super Sleuths,2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3553,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie the Pooh (2011),Winnie the Pooh,2011,"Winnie the Pooh,2011",tt1449283,movie,Winnie the Pooh,Winnie the Pooh,0,2011,\N,63,"Adventure,Animation,Comedy",7.1,30092,Winnie the Pooh,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3554,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Christopher Robin (2018),Christopher Robin,2018,"Christopher Robin,2018",tt4575576,movie,Christopher Robin,Christopher Robin,0,2018,\N,104,"Adventure,Comedy,Drama",7.2,89298,Christopher Robin,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3555,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie-the-Pooh: Blood and Honey (2023),Winnie-the-Pooh: Blood and Honey,2023,"Winnie-the-Pooh: Blood and Honey,2023",tt19623240,movie,Winnie-the-Pooh: Blood and Honey,Winnie-the-Pooh: Blood and Honey,0,2023,\N,84,Horror,2.9,35591,Winnie-the-Pooh: Blood and Honey,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3556,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Winnie-the-Pooh: Blood and Honey 2 (2024),Winnie-the-Pooh: Blood and Honey 2,2024,"Winnie-the-Pooh: Blood and Honey 2,2024",tt23330554,movie,Winnie-the-Pooh: Blood and Honey 2,Winnie-the-Pooh: Blood and Honey II,0,2024,\N,93,"Horror,Mystery,Thriller",4.6,12431,Winnie-the-Pooh: Blood and Honey II,Winnie-the-Pooh,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne","Winnie-the-Pooh,Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,NA,NA
3557,"Winter Meeting (1946), Grace Zaring Stone[N 19]",Winter Meeting (1948),Winter Meeting,1948,"Winter Meeting,1948",tt0040971,movie,Winter Meeting,Winter Meeting,0,1948,\N,104,"Drama,Romance",6.2,1591,Winter Meeting,Winter Meeting,Grace Zaring Stone[N 19],"Winter Meeting,Grace Zaring Stone[N 19]",NA,NA,NA,NA
3558,"Winter's Bone (2006), Daniel Woodrell",Winter's Bone (2010),Winter's Bone,2010,"Winter's Bone,2010",tt1399683,movie,Winter's Bone,Winter's Bone,0,2010,\N,100,"Crime,Drama,Mystery",7.1,155664,Winter's Bone,Winter's Bone,Daniel Woodrell,"Winter's Bone,Daniel Woodrell",Winter's Bone,"[""Daniel Woodrell""]",3.86,36723
3559,"The Winter of Our Discontent (1961), John Steinbeck",The Winter of Our Discontent (1983),The Winter of Our Discontent,1983,"The Winter of Our Discontent,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Winter of Our Discontent,John Steinbeck,"The Winter of Our Discontent,John Steinbeck",The Winter of Our Discontent,"[""John Steinbeck""]",4,48508
3560,"Wise Blood (1952), Flannery O'Connor",Wise Blood (1979),Wise Blood,1979,"Wise Blood,1979",tt0080140,movie,Wise Blood,Wise Blood,0,1979,\N,106,"Comedy,Drama",6.9,6879,Wise Blood,Wise Blood,Flannery O'Connor,"Wise Blood,Flannery O'Connor",Wise Blood,"[""Flannery O'Connor""]",3.83,33860
3561,"The Witches (1983), Roald Dahl",The Witches (1990),The Witches,1990,"The Witches,1990",tt0100944,movie,The Witches,The Witches,0,1990,\N,91,"Adventure,Comedy,Family",6.8,58006,The Witches,The Witches,Roald Dahl,"The Witches,Roald Dahl",The Witches,"[""Roald Dahl""]",4.18,399607
3562,"The Witches (1983), Roald Dahl",The Witches (2020),The Witches,2020,"The Witches,2020",tt0805647,movie,The Witches,The Witches,0,2020,\N,106,"Adventure,Comedy,Family",5.4,49926,The Witches,The Witches,Roald Dahl,"The Witches,Roald Dahl",The Witches,"[""Roald Dahl""]",4.18,399607
3563,"The Witches of Eastwick (1984), John Updike",The Witches of Eastwick (1987),The Witches of Eastwick,1987,"The Witches of Eastwick,1987",tt0094332,movie,The Witches of Eastwick,The Witches of Eastwick,0,1987,\N,118,"Comedy,Fantasy,Horror",6.6,82482,The Witches of Eastwick,The Witches of Eastwick,John Updike,"The Witches of Eastwick,John Updike",The Witches of Eastwick,"[""John Updike""]",3.23,17419
