...1,Book,Movie,movie_titleWiki,movie_year,movie_match,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,movie_title,BookTitle,BookAuthor,BookMatch,name,author,star_rating,num_ratings
1590,"The Holcroft Covenant (1978), Robert Ludlum",The Holcroft Covenant (1985),The Holcroft Covenant,1985,"The Holcroft Covenant,1985",tt0089283,movie,The Holcroft Covenant,The Holcroft Covenant,0,1985,\N,112,"Action,Crime,Mystery",5.7,4233,The Holcroft Covenant,The Holcroft Covenant,Robert Ludlum,"The Holcroft Covenant,Robert Ludlum",The Holcroft Covenant,"[""Robert Ludlum""]",3.9,11332
1591,"The Holy Innocents (1988), Gilbert Adair",The Dreamers (2003),The Dreamers,2003,"The Dreamers,2003",tt0309987,movie,The Dreamers,The Dreamers,0,2003,\N,115,"Drama,Romance",7.1,139757,The Dreamers,The Holy Innocents,Gilbert Adair,"The Holy Innocents,Gilbert Adair",NA,NA,NA,NA
1592,"Hombre (1961), Elmore Leonard",Hombre (1967),Hombre,1967,"Hombre,1967",tt0061770,movie,Hombre,Hombre,0,1967,\N,111,"Drama,Western",7.4,15247,Hombre,Hombre,Elmore Leonard,"Hombre,Elmore Leonard",Hombre,"[""Elmore Leonard""]",4,4654
1593,"The Home and the World (Bengali: ঘরে বাইরে, Ghôre Baire) (1916), Rabindranath Tagore",Ghare Baire (1984),Ghare Baire,1984,"Ghare Baire,1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Home and the World,Rabindranath Tagore,"The Home and the World,Rabindranath Tagore",The Home and the World,"[""Rabindranath Tagore""]",3.83,5422
1594,"The Honorary Consul (1973), Graham Greene",The Honorary Consul (1983),The Honorary Consul,1983,"The Honorary Consul,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Honorary Consul,Graham Greene,"The Honorary Consul,Graham Greene",The Honorary Consul,"[""Graham Greene""]",3.8,5172
1595,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",The Orphan (1920),The Orphan,1920,"The Orphan,1920",tt0011546,movie,The Orphan,The Orphan,0,1920,\N,60,"Drama,Western",NA,NA,The Orphan,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1596,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",The Deadwood Coach (1924),The Deadwood Coach,1924,"The Deadwood Coach,1924",tt0014838,movie,The Deadwood Coach,The Deadwood Coach,0,1924,\N,70,"Drama,Western",NA,NA,The Deadwood Coach,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1597,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Hop-Along Cassidy (1935),Hop-Along Cassidy,1935,"Hop-Along Cassidy,1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1598,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",The Eagle's Brood (1935),The Eagle's Brood,1935,"The Eagle's Brood,1935",tt0026303,movie,The Eagle's Brood,The Eagle's Brood,0,1935,\N,61,"Drama,Western",6.6,279,The Eagle's Brood,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1599,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Call of the Prairie (1936),Call of the Prairie,1936,"Call of the Prairie,1936",tt0027415,movie,Call of the Prairie,Call of the Prairie,0,1936,\N,63,"Drama,Western",6.3,230,Call of the Prairie,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1600,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Three on the Trail (1936),Three on the Trail,1936,"Three on the Trail,1936",tt0028377,movie,Three on the Trail,Three on the Trail,0,1936,\N,67,"Drama,Western",6.7,231,Three on the Trail,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1601,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Heart of the West (1936),Heart of the West,1936,"Heart of the West,1936",tt0027725,movie,Heart of the West,Heart of the West,0,1936,\N,63,"Drama,Western",6.4,208,Heart of the West,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1602,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Trail Dust (1936),Trail Dust,1936,"Trail Dust,1936",tt0028400,movie,Trail Dust,Trail Dust,0,1936,\N,77,"Drama,Western",6.5,229,Trail Dust,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1603,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Hills of Old Wyoming (1937),Hills of Old Wyoming,1937,"Hills of Old Wyoming,1937",tt0029001,movie,Hills of Old Wyoming,Hills of Old Wyoming,0,1937,\N,78,"Drama,Western",6.4,203,Hills of Old Wyoming,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1604,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",North of the Rio Grande (1937),North of the Rio Grande,1937,"North of the Rio Grande,1937",tt0029321,movie,North of the Rio Grande,North of the Rio Grande,0,1937,\N,70,"Drama,Western",6.8,244,North of the Rio Grande,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1605,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Rustlers' Valley (1937),Rustlers' Valley,1937,"Rustlers' Valley,1937",tt0029505,movie,Rustlers' Valley,Rustlers' Valley,0,1937,\N,61,"Drama,Western",6.5,239,Rustlers' Valley,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1606,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Hopalong Rides Again (1937),Hopalong Rides Again,1937,"Hopalong Rides Again,1937",tt0029020,movie,Hopalong Rides Again,Hopalong Rides Again,0,1937,\N,65,"Drama,Western",6.6,217,Hopalong Rides Again,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1607,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Texas Trail (1937),Texas Trail,1937,"Texas Trail,1937",tt0029646,movie,Texas Trail,Texas Trail,0,1937,\N,58,"Drama,Western",6.4,238,Texas Trail,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1608,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Partners of the Plains (1938),Partners of the Plains,1938,"Partners of the Plains,1938",tt0030558,movie,Partners of the Plains,Partners of the Plains,0,1938,\N,70,"Drama,Western",6.5,210,Partners of the Plains,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1609,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Heart of Arizona (1938),Heart of Arizona,1938,"Heart of Arizona,1938",tt0030224,movie,Heart of Arizona,Heart of Arizona,0,1938,\N,68,"Drama,Western",6.4,233,Heart of Arizona,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1610,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Bar 20 Justice (1938),Bar 20 Justice,1938,"Bar 20 Justice,1938",tt0029895,movie,Bar 20 Justice,Bar 20 Justice,0,1938,\N,70,"Drama,Western",6.5,210,Bar 20 Justice,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1611,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",In Old Mexico (1938),In Old Mexico,1938,"In Old Mexico,1938",tt0030270,movie,In Old Mexico,In Old Mexico,0,1938,\N,67,"Drama,Western",6.6,210,In Old Mexico,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1612,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Silver on the Sage (1939),Silver on the Sage,1939,"Silver on the Sage,1939",tt0031925,movie,Silver on the Sage,Silver on the Sage,0,1939,\N,68,"Drama,Western",6.9,224,Silver on the Sage,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1613,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Stick to Your Guns (1941),Stick to Your Guns,1941,"Stick to Your Guns,1941",tt0034233,movie,Stick to Your Guns,Stick to Your Guns,0,1941,\N,63,"Drama,Western",6.6,201,Stick to Your Guns,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1614,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Hoppy Serves a Writ (1943),Hoppy Serves a Writ,1943,"Hoppy Serves a Writ,1943",tt0036016,movie,Hoppy Serves a Writ,Hoppy Serves a Writ,0,1943,\N,67,"Drama,Western",6.3,296,Hoppy Serves a Writ,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1615,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",Bar 20 (1943),Bar 20,1943,"Bar 20,1943",tt0035663,movie,Bar 20,Bar 20,0,1943,\N,54,"Drama,Western",6.2,287,Bar 20,Hopalong Cassidy,"Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford","Hopalong Cassidy,Hopalong Cassidy (1906—1941) (series)[N 28], Clarence E. Mulford",NA,NA,NA,NA
1616,"Horseman, Pass By (1961), Larry McMurtry",Hud (1963),Hud,1963,"Hud,1963",tt0057163,movie,Hud,Hud,0,1963,\N,112,"Drama,Western",7.8,25414,Hud,"Horseman, Pass By",Larry McMurtry,"Horseman, Pass By,Larry McMurtry","Horseman, Pass By","[""Larry McMurtry""]",3.94,4739
1617,"The Host (2008), Stephenie Meyer",The Host (2013),The Host,2013,"The Host,2013",tt1517260,movie,The Host,The Host,0,2013,\N,125,"Action,Adventure,Drama",5.8,120897,The Host,The Host,Stephenie Meyer,"The Host,Stephenie Meyer",The Host,"[""Stephenie Meyer""]",3.86,1011597
1618,"The Hot Rock (1970), Donald E. Westlake",The Hot Rock (1972),The Hot Rock,1972,"The Hot Rock,1972",tt0068718,movie,The Hot Rock,The Hot Rock,0,1972,\N,101,"Action,Comedy,Crime",6.8,7514,The Hot Rock,The Hot Rock,Donald E. Westlake,"The Hot Rock,Donald E. Westlake",The Hot Rock,"[""Donald E. Westlake""]",3.95,6484
1619,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (1959),The Shaggy Dog,1959,"The Shaggy Dog,1959",tt0053271,movie,The Shaggy Dog,The Shaggy Dog,0,1959,\N,104,"Comedy,Family,Fantasy",6.4,5957,The Shaggy Dog,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,34
1620,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy D.A. (1976),The Shaggy D.A.,1976,"The Shaggy D.A.,1976",tt0075200,movie,The Shaggy D.A.,The Shaggy D.A.,0,1976,\N,91,"Comedy,Family,Fantasy",5.8,3674,The Shaggy D.A.,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,34
1621,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Return of the Shaggy Dog (1987)[N 1],The Return of the Shaggy Dog,1987,"The Return of the Shaggy Dog,1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,34
1622,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (1994)[N 1],The Shaggy Dog,1994,"The Shaggy Dog,1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,34
1623,"The Hound of Florence (German: Der Hund von Florenz) (1923), Felix Salten",The Shaggy Dog (2006),The Shaggy Dog,2006,"The Shaggy Dog,2006",tt0393735,movie,The Shaggy Dog,The Shaggy Dog,0,2006,\N,98,"Comedy,Family,Fantasy",4.4,20802,The Shaggy Dog,The Hound of Florence,Felix Salten,"The Hound of Florence,Felix Salten",The Hound of Florence,"[""Felix Salten""]",2.68,34
1624,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (German: Der Hund von Baskerville) (1914),The Hound of the Baskervilles,1914,"The Hound of the Baskervilles,1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1625,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1921),The Hound of the Baskervilles,1921,"The Hound of the Baskervilles,1921",tt0011309,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1921,\N,\N,"Crime,Horror,Mystery",4.1,57,The Hound of the Baskervilles,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1626,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1929),The Hound of the Baskervilles,1929,"The Hound of the Baskervilles,1929",tt0020007,movie,The Hound of the Baskervilles,Der Hund von Baskerville,0,1929,\N,65,"Crime,Horror,Mystery",6.4,385,Der Hund von Baskerville,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1627,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1932),The Hound of the Baskervilles,1932,"The Hound of the Baskervilles,1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1628,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1937),The Hound of the Baskervilles,1937,"The Hound of the Baskervilles,1937",tt0027770,movie,The Hound of the Baskervilles,Der Hund von Baskerville,0,1937,\N,82,"Crime,Drama,Horror",6,202,Der Hund von Baskerville,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1629,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1939),The Hound of the Baskervilles,1939,"The Hound of the Baskervilles,1939",tt0031448,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1939,\N,80,"Crime,Mystery,Thriller",7.4,12547,The Hound of the Baskervilles,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1630,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",Jighansa (1951),Jighansa,1951,"Jighansa,1951",tt0231824,movie,Jighansa,Jighansa,0,1951,\N,112,"Drama,Mystery,Thriller",7.7,38,Jighansa,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1631,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1959),The Hound of the Baskervilles,1959,"The Hound of the Baskervilles,1959",tt0052905,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1959,\N,87,"Horror,Mystery",6.9,13700,The Hound of the Baskervilles,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1632,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",Bees Saal Baad (1962),Bees Saal Baad,1962,"Bees Saal Baad,1962",tt0055783,movie,Bees Saal Baad,Bees Saal Baad,0,1962,\N,158,"Musical,Mystery,Thriller",7,454,Bees Saal Baad,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1633,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1972)[N 1],The Hound of the Baskervilles,1972,"The Hound of the Baskervilles,1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1634,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1978),The Hound of the Baskervilles,1978,"The Hound of the Baskervilles,1978",tt0076161,movie,The Hound of the Baskervilles,The Hound of the Baskervilles,0,1978,\N,78,"Comedy,Crime,Horror",4.5,1471,The Hound of the Baskervilles,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1635,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1981),The Hound of the Baskervilles,1981,"The Hound of the Baskervilles,1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1636,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",Sherlock Holmes and the Baskerville Curse (1983) (TV),Sherlock Holmes and the Baskerville Curse,1983,"Sherlock Holmes and the Baskerville Curse,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1637,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (1983)[N 1],The Hound of the Baskervilles,1983,"The Hound of the Baskervilles,1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1638,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (2000)[N 1],The Hound of the Baskervilles,2000,"The Hound of the Baskervilles,2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1639,"The Hound of the Baskervilles (serialised 1901—1902, published as a book 1902), Arthur Conan Doyle",The Hound of the Baskervilles (2002)[N 1],The Hound of the Baskervilles,2002,"The Hound of the Baskervilles,2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Hound of the Baskervilles,Arthur Conan Doyle,"The Hound of the Baskervilles,Arthur Conan Doyle",The Hound of the Baskervilles,"[""Arthur Conan Doyle""]",4,11
1640,"The Hour Before the Dawn (1942), W. Somerset Maugham",The Hour Before the Dawn (1944),The Hour Before the Dawn,1944,"The Hour Before the Dawn,1944",tt0036930,movie,The Hour Before the Dawn,The Hour Before the Dawn,0,1944,\N,74,"Drama,Romance,War",5.7,295,The Hour Before the Dawn,The Hour Before the Dawn,W. Somerset Maugham,"The Hour Before the Dawn,W. Somerset Maugham",NA,NA,NA,NA
1641,"The Hours (1998), Michael Cunningham",The Hours (2002),The Hours,2002,"The Hours,2002",tt0274558,movie,The Hours,The Hours,0,2002,\N,110,"Drama,Romance",7.5,145416,The Hours,The Hours,Michael Cunningham,"The Hours,Michael Cunningham",The Hours,"[""Michael Cunningham""]",3.95,142269
1642,"The House of the Lost on the Cape (岬のマヨイガ, Misaki no Mayoiga) (2015), Sachiko Kashiwaba",The House of the Lost on the Cape (2021),The House of the Lost on the Cape,2021,"The House of the Lost on the Cape,2021",tt13404868,movie,The House of the Lost on the Cape,Misaki no Mayoiga,0,2021,\N,105,"Animation,Drama,Family",6.6,450,Misaki no Mayoiga,The House of the Lost on the Cape,Sachiko Kashiwaba,"The House of the Lost on the Cape,Sachiko Kashiwaba",NA,NA,NA,NA
1643,"The House of the Spirits (Spanish: La casa de los espíritus) (1982), Isabel Allende",The House of the Spirits (1993),The House of the Spirits,1993,"The House of the Spirits,1993",tt0107151,movie,The House of the Spirits,The House of the Spirits,0,1993,\N,145,"Drama,Romance",6.9,26132,The House of the Spirits,The House of the Spirits,Isabel Allende,"The House of the Spirits,Isabel Allende",The House of the Spirits,"[""Isabel Allende""]",4.28,274101
1644,"The House Without a Key (1925), Earl Derr Biggers",The House Without a Key (1926)[N 16],The House Without a Key,1926,"The House Without a Key,1926",tt0015930,movie,The House Without a Key,The House Without a Key,0,1926,\N,210,"Action,Adventure,Crime",5.5,51,The House Without a Key,The House Without a Key,Earl Derr Biggers,"The House Without a Key,Earl Derr Biggers",NA,NA,NA,NA
1645,"The Housekeeper and the Professor (博士の愛した数式, hakase no ai shita suushiki) (2003), Yōko Ogawa",The Professor's Beloved Equation (2006),The Professor's Beloved Equation,2006,"The Professor's Beloved Equation,2006",tt0498505,movie,The Professor's Beloved Equation,Hakase no aishita sûshiki,0,2006,\N,117,"Drama,Family,Romance",7.3,919,Hakase no aishita sûshiki,The Housekeeper and the Professor,Yōko Ogawa,"The Housekeeper and the Professor,Yōko Ogawa",The Housekeeper and the Professor,"[""Yōko Ogawa""]",4.05,76852
