Book,Movie,wikiMovieYear,isAdult,startYear,runtimeMinutes,genres,genre_1,genre_2,genre_3,averageRating,numVotes,wikiBookAuthor,goodreadsentrytitle,goodreadsentryauthor,goodreads_rating,goodreads_numratings,wmrank,Worldwide Lifetime Gross,Domestic Lifetime Gross,Domestic %,Foreign Lifetime Gross,Foreign %,Year,release_date,production_budget,domestic_gross,worldwide_gross,book_year,book_movie_years,ROI,name_match,contains_series
"The Wonderful Wizard of Oz (1900), L. Frank Baum",Oz the Great and Powerful (2013),2013,0,2013,130,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.3,219579,L. Frank Baum,The Wonderful Wizard of Oz,"[""L. Frank Baum""]",4,457276,267,"$493,311,825","$234,911,825",47.6%,"$258,400,000",52.4%,2013,"Mar 8, 2013",200000000,234770996,490359051,1900,113,1.451795255,FALSE,FALSE
"Peter and Wendy (1911)[N 28], J. M. Barrie",Pan (2015),2015,0,2015,111,"Action,Adventure,Comedy",Action,Adventure,Comedy,5.7,68863,"Peter and Wendy (1911)[N 28], J. M. Barrie",NA,NA,3.98,7224,NA,NA,NA,NA,NA,NA,NA,"Sep 25, 2015",150000000,35088320,151525973,1911,104,0.010173153333333334,FALSE,FALSE
"Patriot Games (1987), Tom Clancy",Patriot Games (1992),1992,0,1992,117,"Action,Thriller",Action,Thriller,NA,6.8,126406,Tom Clancy,Patriot Games,"[""Tom Clancy""]",4.16,207146,NA,NA,NA,NA,NA,NA,NA,"Jun 5, 1992",45000000,83287363,178100000,1987,5,2.957777777777778,TRUE,FALSE
"The Hunter (1962), Donald E. Westlake[N 30]",Payback (1999),1999,0,1999,100,"Action,Crime,Drama",Action,Crime,Drama,7.1,151503,Donald E. Westlake[N 30],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb 5, 1999",50000000,81526121,161626121,1962,37,2.23252242,FALSE,FALSE
"Percy Jackson & the Olympians (2005–2009) (series)[N 27], Rick Riordan",Percy Jackson & the Olympians: The Lightning Thief (2010),2010,0,2010,118,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,5.9,211667,"Percy Jackson & the Olympians (2005–2009) (series)[N 27], Rick Riordan",NA,NA,4.54,45136,818,"$226,497,209","$88,768,303",39.2%,"$137,728,906",60.8%,2010,"Feb 12, 2010",95000000,88768303,223050874,2005,5,1.3479039368421053,FALSE,TRUE
"Percy Jackson & the Olympians (2005–2009) (series)[N 27], Rick Riordan",Percy Jackson: Sea of Monsters (2013),2013,0,2013,106,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,5.7,131911,"Percy Jackson & the Olympians (2005–2009) (series)[N 27], Rick Riordan",NA,NA,4.54,45136,961,"$199,850,315","$68,559,554",34.3%,"$131,290,761",65.7%,2013,"Aug 7, 2013",90000000,68559554,200859554,2005,8,1.2317728222222222,FALSE,TRUE
"Pet Sematary (1983), Stephen King",Pet Sematary (1989),1989,0,1989,103,"Fantasy,Horror,Thriller",Fantasy,Horror,Thriller,6.5,121569,Stephen King,Pet Sematary,"[""Stephen King""]",4.06,600453,NA,NA,NA,NA,NA,NA,NA,"Apr 21, 1989",11500000,57469179,57469850,1983,6,3.9973782608695654,TRUE,FALSE
"Pet Sematary (1983), Stephen King",Pet Sematary (2019),2019,0,2019,100,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,5.7,103135,Stephen King,Pet Sematary,"[""Stephen King""]",4.06,600453,NA,NA,NA,NA,NA,NA,NA,"Apr 5, 2019",21000000,54724696,111809732,1983,36,4.324272952380952,TRUE,FALSE
"Peter and Wendy (1911)[N 28], J. M. Barrie",Peter Pan (1953),1953,0,1953,77,"Adventure,Animation,Family",Adventure,Animation,Family,7.3,162252,"Peter and Wendy (1911)[N 28], J. M. Barrie",NA,NA,3.98,7224,NA,NA,NA,NA,NA,NA,NA,"Feb 5, 1953",4000000,87400000,87400000,1911,42,20.85,FALSE,FALSE
"Peter and Wendy (1911)[N 28], J. M. Barrie",Peter Pan (2003),2003,0,2003,113,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.8,83661,"Peter and Wendy (1911)[N 28], J. M. Barrie",NA,NA,3.98,7224,NA,NA,NA,NA,NA,NA,NA,"Dec 18, 2003",100000000,48417850,95255485,1911,92,-0.04744515,FALSE,FALSE
"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Pinocchio (1940),1940,0,1940,88,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.5,169206,Carlo Collodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb 9, 1940",2289247,84300000,84300000,1883,57,35.82433568767372,FALSE,FALSE
"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Pinocchio (2002),2002,0,2002,108,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,4.3,8843,Carlo Collodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 25, 2002",45000000,3681811,31681811,1883,119,-0.29595975555555554,FALSE,FALSE
"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",Pinocchio (2019),2019,0,2019,125,"Drama,Family,Fantasy",Drama,Family,Fantasy,6.3,15586,Carlo Collodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 19, 2019",13200000,1831718,30360375,1883,136,1.300028409090909,FALSE,FALSE
"On Stranger Tides (1987), Tim Powers",Pirates of the Caribbean: On Stranger Tides (2011),2011,0,2011,136,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.6,595621,Tim Powers,On Stranger Tides,"[""Tim Powers""]",3.83,10051,48,"$1,046,721,266","$241,071,802",23%,"$805,649,464",77%,2011,"May 20, 2011",379000000,241071802,1045713802,1987,24,1.7591393192612137,FALSE,FALSE
"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Planet of the Apes (1968),1968,0,1968,112,"Adventure,Sci-Fi",Adventure,Sci-Fi,NA,8,207524,Pierre Boulle,Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,NA,NA,NA,NA,NA,NA,NA,"Feb 8, 1968",5800000,32589624,32593134,1963,5,4.619505862068966,TRUE,FALSE
"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Planet of the Apes (2001),2001,0,2001,120,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,5.7,239653,Pierre Boulle,Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,452,"$362,211,740","$180,011,740",49.7%,"$182,200,000",50.3%,2001,"Jul 27, 2001",100000000,180011740,362211740,1963,38,2.6221174,TRUE,FALSE
"The Hunter (1962), Donald E. Westlake[N 30]",Point Blank (1967),1967,0,1967,92,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.3,25357,Donald E. Westlake[N 30],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sep 18, 1967",3000000,0,0,1962,5,-1,FALSE,FALSE
"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",Pooh's Heffalump Movie (2005),2005,0,2005,68,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.4,9115,"Winnie-the-Pooh (1926–1928) (series)[N 18], A.A. Milne",NA,NA,4.36,329906,NA,NA,NA,NA,NA,NA,NA,"Feb 11, 2005",20000000,18098433,55686944,1926,79,1.7843472,FALSE,TRUE
"The Poseidon Adventure (1972), Paul Gallico",Poseidon (2006),2006,0,2006,98,"Action,Adventure,Thriller",Action,Adventure,Thriller,5.7,114238,Paul Gallico,The Poseidon Adventure,"[""Paul Gallico""]",3.92,8616,NA,NA,NA,NA,NA,NA,NA,"May 12, 2006",160000000,60674817,181674817,1972,34,0.13546760625,FALSE,FALSE
"Possession: A Romance (1990), A. S. Byatt",Possession (2002),2002,0,2002,102,"Drama,Mystery,Romance",Drama,Mystery,Romance,6.3,13939,A. S. Byatt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aug 16, 2002",25000000,10103647,14805812,1990,12,-0.40776752,FALSE,FALSE
"Pride and Prejudice (1813), Jane Austen",Pride & Prejudice (2005),2005,0,2005,129,"Drama,Romance",Drama,Romance,NA,7.8,364021,Jane Austen,Pride and Prejudice,"[""Jane Austen""]",4.29,4310408,NA,NA,NA,NA,NA,NA,NA,"Oct 20, 2005",28000000,44780310,132955485,1813,192,3.7484101785714286,FALSE,FALSE
"Psycho (1959), Robert Bloch",Psycho (1998),1998,0,1998,105,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,4.6,52220,Robert Bloch,Psycho,"[""Robert Bloch""]",4.12,68906,NA,NA,NA,NA,NA,NA,NA,"Dec 4, 1998",20000000,21541218,37226218,1959,39,0.8613109,TRUE,FALSE
"The Queen of the Damned (1988), Anne Rice",Queen of the Damned (2002),2002,0,2002,101,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,5.3,63217,Anne Rice,The Queen of the Damned,"[""Anne Rice""]",3.91,153020,NA,NA,NA,NA,NA,NA,NA,"Feb 22, 2002",35000000,30307804,30307804,1988,14,-0.13406274285714287,FALSE,FALSE
"The King's Damosel (1976), Vera Chapman",Quest for Camelot (1998),1998,0,1998,86,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.3,19224,Vera Chapman,The King's Damosel,"[""Vera Chapman""]",3.48,273,NA,NA,NA,NA,NA,NA,NA,"May 15, 1998",40000000,22772500,38172500,1976,22,-0.0456875,FALSE,FALSE
"Escape to Witch Mountain (1968), Alexander Key",Race to Witch Mountain (2009),2009,0,2009,98,"Action,Adventure,Family",Action,Adventure,Family,5.7,65430,Alexander Key,Escape to Witch Mountain,"[""Alexander Key""]",3.9,3565,NA,NA,NA,NA,NA,NA,NA,"Mar 13, 2009",50000000,67172595,105103784,1968,41,1.10207568,FALSE,FALSE
"Raise the Titanic! (1976), Clive Cussler",Raise the Titanic (1980),1980,0,1980,115,"Action,Adventure,Drama",Action,Adventure,Drama,5.2,5991,Clive Cussler,Raise the Titanic!,"[""Clive Cussler""]",3.99,28545,NA,NA,NA,NA,NA,NA,NA,"Aug 1, 1980",40000000,7000000,7000000,1976,4,-0.825,FALSE,FALSE
"First Blood (1972), David Morrell",Rambo III (1988),1988,0,1988,102,"Action,Adventure,Thriller",Action,Adventure,Thriller,5.8,146988,David Morrell,First Blood,"[""David Morrell""]",4.04,9947,NA,NA,NA,NA,NA,NA,NA,"May 25, 1988",58000000,53715611,188715611,1972,16,2.2537174310344827,FALSE,FALSE
"First Blood (1972), David Morrell",Rambo (2008),2008,0,2008,92,"Action,Thriller",Action,Thriller,NA,7,253526,David Morrell,First Blood,"[""David Morrell""]",4.04,9947,NA,NA,NA,NA,NA,NA,NA,"Jan 25, 2008",47500000,42754105,113244290,1972,36,1.3840903157894737,FALSE,FALSE
"First Blood (1972), David Morrell",Rambo: First Blood Part II (1985),1985,0,1985,96,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.5,192384,David Morrell,First Blood,"[""David Morrell""]",4.04,9947,591,"$300,400,432","$150,415,432",50.1%,"$149,985,000",49.9%,1985,"May 22, 1985",44000000,150415432,300400000,1972,13,5.827272727272727,FALSE,FALSE
"First Blood (1972), David Morrell",Rambo: Last Blood (2019),2019,0,2019,89,"Action,Crime,Thriller",Action,Crime,Thriller,6.1,117158,David Morrell,First Blood,"[""David Morrell""]",4.04,9947,NA,NA,NA,NA,NA,NA,NA,"Sep 19, 2019",50000000,44819352,91378886,1972,47,0.82757772,FALSE,FALSE
"Random Hearts (1984), Warren Adler",Random Hearts (1999),1999,0,1999,133,"Drama,Mystery,Romance",Drama,Mystery,Romance,5.4,25031,Warren Adler,Random Hearts,"[""Warren Adler""]",3.33,335,NA,NA,NA,NA,NA,NA,NA,"Oct 8, 1999",64000000,31054924,63200000,1984,15,-0.0125,TRUE,FALSE
"Ready Player One (2011), Ernest Cline",Ready Player One (2018),2018,0,2018,140,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.4,527912,Ernest Cline,Ready Player One,"[""Ernest Cline""]",4.23,1183295,198,"$607,874,422","$137,715,350",22.7%,"$470,159,072",77.3%,2018,"Mar 20, 2018",150000000,137690172,583490172,2011,7,2.88993448,TRUE,FALSE
"Rebecca (1938), Daphne du Maurier",Rebecca (1940),1940,0,1940,130,"Drama,Mystery,Romance",Drama,Mystery,Romance,8.1,160608,Daphne du Maurier,Rebecca,"[""Daphne du Maurier""]",4.24,637215,NA,NA,NA,NA,NA,NA,NA,"Mar 21, 1940",1288000,6000000,6003870,1938,2,3.661389751552795,TRUE,FALSE
"Red Dragon (1981), Thomas Harris",Red Dragon (2002),2002,0,2002,124,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.2,306724,Thomas Harris,NA,NA,4.06,337056,910,"$209,196,298","$93,149,898",44.5%,"$116,046,400",55.5%,2002,"Oct 4, 2002",78000000,92955420,206455420,1981,21,1.646864358974359,TRUE,FALSE
"The Garden of God (1923), Henry De Vere Stacpoole",Return to the Blue Lagoon (1991),1991,0,1991,102,"Adventure,Drama,Romance",Adventure,Drama,Romance,5.2,22845,Henry De Vere Stacpoole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,11000000,2000000,2000000,1923,68,-0.8181818181818182,FALSE,FALSE
"Revolutionary Road (1961), Richard Yates",Revolutionary Road (2008),2008,0,2008,119,"Drama,Romance",Drama,Romance,NA,7.3,232489,Richard Yates,Revolutionary Road,"[""Richard Yates""]",3.92,88827,NA,NA,NA,NA,NA,NA,NA,"Dec 26, 2008",45000000,22951340,79604820,1961,47,0.768996,TRUE,FALSE
"Planet of the Apes (French: La Planète des singes) (1963), Pierre Boulle",Rise of the Planet of the Apes (2011),2011,0,2011,105,"Action,Drama,Sci-Fi",Action,Drama,Sci-Fi,7.6,598349,Pierre Boulle,Planet of the Apes,"[""Pierre Boulle""]",3.98,43239,283,"$481,800,873","$176,760,185",36.7%,"$305,040,688",63.3%,2011,"Aug 5, 2011",93000000,176760185,470986200,1963,48,4.064367741935484,FALSE,FALSE
"Rosemary's Baby (1967), Ira Levin",Rosemary's Baby (1968),1968,0,1968,137,"Drama,Horror",Drama,Horror,NA,8,252369,Ira Levin,NA,NA,4.04,142355,NA,NA,NA,NA,NA,NA,NA,"Jun 12, 1968",3200000,33395426,33397492,1967,1,9.43671625,TRUE,FALSE
"Sahara (1992), Clive Cussler",Sahara (2005),2005,0,2005,124,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.1,107668,Clive Cussler,Sahara,"[""Clive Cussler""]",3.99,59207,NA,NA,NA,NA,NA,NA,NA,"Apr 8, 2005",145000000,68671925,121645390,1992,13,-0.16106627586206895,TRUE,FALSE
"Scarface (1930), Armitage Trail",Scarface (1983),1983,0,1983,170,"Crime,Drama",Crime,Drama,NA,8.3,988454,Armitage Trail,Scarface,"[""Armitage Trail""]",3.71,606,NA,NA,NA,NA,NA,NA,NA,"Dec 9, 1983",25000000,45227398,65703398,1930,53,1.62813592,TRUE,FALSE
"Sense and Sensibility (1811), Jane Austen",Sense and Sensibility (1995),1995,0,1995,136,"Drama,Romance",Drama,Romance,NA,7.7,133787,Jane Austen,Sense and Sensibility,"[""Jane Austen""]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 11, 1995",16500000,42993774,134993774,1811,184,7.181440848484849,TRUE,FALSE
"Shaft (1970), Ernest Tidyman",Shaft (2000),2000,0,2000,99,"Action,Crime,Thriller",Action,Crime,Thriller,6,84150,Ernest Tidyman,Shaft,"[""Ernest Tidyman""]",3.46,275,NA,NA,NA,NA,NA,NA,NA,"Jun 16, 2000",53012938,70327868,107190108,1970,30,1.0219612804708165,TRUE,FALSE
"Shaft (1970), Ernest Tidyman",Shaft (2019),2019,0,2019,111,"Action,Comedy,Crime",Action,Comedy,Crime,6.4,61419,Ernest Tidyman,Shaft,"[""Ernest Tidyman""]",3.46,275,NA,NA,NA,NA,NA,NA,NA,"Jun 14, 2019",30000000,21360215,21360215,1970,49,-0.2879928333333333,TRUE,FALSE
"Shalako (1962), Louis L'Amour",Shalako (1968),1968,0,1968,113,"Action,Drama,Western",Action,Drama,Western,5.6,3739,Louis L'Amour,Shalako,"[""Louis L'Amour""]",4.05,3102,NA,NA,NA,NA,NA,NA,NA,1968,1455000,2620000,2620000,1962,6,0.8006872852233677,TRUE,FALSE
"Shutter Island (2003), Dennis Lehane",Shutter Island (2010),2010,0,2010,138,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,8.2,1587696,Dennis Lehane,Shutter Island,"[""Dennis Lehane""]",4.12,197192,610,"$294,978,537","$128,012,934",43.4%,"$166,965,603",56.6%,2010,"Feb 19, 2010",80000000,128012934,299461782,2003,7,2.743272275,TRUE,FALSE
"Sideways (2004), Rex Pickett",Sideways (2004),2004,0,2004,127,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.5,213757,Rex Pickett,Sideways,"[""Rex Pickett""]",3.72,5994,NA,NA,NA,NA,NA,NA,NA,"Oct 22, 2004",17000000,71502303,109726800,2004,0,5.4545176470588235,TRUE,FALSE
"Cycle of the Werewolf (1983), Stephen King",Silver Bullet (1985),1985,0,1985,95,Horror,Horror,NA,NA,6.4,34475,Stephen King,Cycle of the Werewolf,"[""Stephen King""]",3.66,58450,NA,NA,NA,NA,NA,NA,NA,"Oct 11, 1985",7000000,10803211,10803211,1983,2,0.5433158571428571,FALSE,FALSE
"Solaris (1961), Stanislaw Lem",Solaris (2002),2002,0,2002,99,"Drama,Mystery,Romance",Drama,Mystery,Romance,6.2,88341,Stanislaw Lem,NA,NA,3.99,109892,NA,NA,NA,NA,NA,NA,NA,"Nov 27, 2002",47000000,14970038,14970038,1961,41,-0.6814885531914894,TRUE,FALSE
"Bid Time Return (1975), Richard Matheson",Somewhere in Time (1980),1980,0,1980,103,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,7.2,35413,Richard Matheson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oct 3, 1980",5100000,9709597,9709597,1975,5,0.9038425490196078,FALSE,FALSE
"The Wages of Fear (French: Le Salaire de la peur) (1950), Georges-Jean Arnaud",Sorcerer (1977),1977,0,1977,121,"Adventure,Drama,Thriller",Adventure,Drama,Thriller,7.7,33229,Georges-Jean Arnaud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun 24, 1977",21600000,12000000,12007773,1950,27,-0.44408458333333334,FALSE,FALSE
"Spartacus (1951), Howard Fast",Spartacus (1960),1960,0,1960,197,"Adventure,Biography,Drama",Adventure,Biography,Drama,7.9,149729,Howard Fast,Spartacus,"[""Howard Fast""]",3.89,2016,NA,NA,NA,NA,NA,NA,NA,"Oct 7, 1960",12000000,30000000,59999883,1951,9,3.99999025,TRUE,FALSE
"Sphere (1987), Michael Crichton",Sphere (1998),1998,0,1998,134,"Mystery,Sci-Fi,Thriller",Mystery,Sci-Fi,Thriller,6.1,117013,Michael Crichton,Sphere,"[""Michael Crichton""]",3.83,187195,NA,NA,NA,NA,NA,NA,NA,"Feb 13, 1998",73000000,37068294,50168294,1987,11,-0.31276309589041096,TRUE,FALSE
"Stardust (1999), Neil Gaiman",Stardust (2007),2007,0,2007,127,"Adventure,Fantasy,Romance",Adventure,Fantasy,Romance,7.6,295058,Neil Gaiman,Stardust,"[""Neil Gaiman""]",4.1,460378,NA,NA,NA,NA,NA,NA,NA,"Aug 10, 2007",70000000,38634938,137022245,1999,8,0.9574606428571428,TRUE,FALSE
"Starship Troopers (1959), Robert A. Heinlein",Starship Troopers (1997),1997,0,1997,129,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.3,339849,Robert A. Heinlein,Starship Troopers,"[""Robert A. Heinlein""]",4.01,230212,NA,NA,NA,NA,NA,NA,NA,"Nov 7, 1997",105000000,54768952,121099956,1959,38,0.15333291428571427,TRUE,FALSE
"A Stir of Echoes (1958), Richard Matheson",Stir of Echoes (1999),1999,0,1999,99,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,6.9,91910,Richard Matheson,A Stir of Echoes,"[""Richard Matheson""]",3.86,14288,NA,NA,NA,NA,NA,NA,NA,"Sep 10, 1999",12000000,21133087,23059379,1958,41,0.9216149166666666,FALSE,FALSE
"Strangers on a Train (1950), Patricia Highsmith",Strangers on a Train (1951),1951,0,1951,101,"Crime,Drama,Film-Noir",Crime,Drama,Film-Noir,7.9,147103,Patricia Highsmith,Strangers on a Train,"[""Patricia Highsmith""]",3.73,32738,NA,NA,NA,NA,NA,NA,NA,"Jul 3, 1951",1200000,7000000,7022657,1950,1,4.852214166666666,TRUE,FALSE
"The Siege of Trencher's Farm (1969), Gordon Williams",Straw Dogs (2011),2011,0,2011,110,"Action,Drama,Thriller",Action,Drama,Thriller,5.8,37330,Gordon Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sep 16, 2011",25000000,10324441,11253821,1969,42,-0.54984716,FALSE,FALSE
"Strip Tease (1993), Carl Hiaasen",Striptease (1996),1996,0,1996,115,"Comedy,Crime,Drama",Comedy,Crime,Drama,4.6,50696,Carl Hiaasen,Strip Tease,"[""Carl Hiaasen""]",3.87,16380,NA,NA,NA,NA,NA,NA,NA,"Jun 28, 1996",50000000,33109743,113309743,1993,3,1.26619486,FALSE,FALSE
"Father Sky (1979), Devery Freeman",Taps (1981),1981,0,1981,126,Drama,Drama,NA,NA,6.8,21554,Devery Freeman,Father Sky,"[""Devery Freeman""]",3,NA,NA,NA,NA,NA,NA,NA,NA,"Dec 9, 1981",14000000,35856053,35856053,1979,2,1.5611466428571428,FALSE,FALSE
"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",Tarzan (1999),1999,0,1999,88,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.3,263351,"Tarzan (1912–1965) (series)[N 7], Edgar Rice Burroughs",NA,NA,3.9,45336,322,"$448,192,603","$171,091,819",38.2%,"$277,100,784",61.8%,1999,"Jun 16, 1999",145000000,171091819,448191819,1912,87,2.0909780620689653,TRUE,TRUE
"Eaters of the Dead (1976), Michael Crichton",The 13th Warrior (1999),1999,0,1999,102,"Action,Adventure,History",Action,Adventure,History,6.6,137317,Michael Crichton,Eaters of the Dead,"[""Michael Crichton""]",3.7,42748,NA,NA,NA,NA,NA,NA,NA,"Aug 27, 1999",125000000,32698899,61698899,1976,23,-0.506408808,FALSE,FALSE
"Adventures of Huckleberry Finn (1884), Mark Twain",The Adventures of Huck Finn (1993),1993,0,1993,108,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,6.2,9693,Mark Twain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apr 2, 1993",6500000,24103594,24103594,1884,109,2.7082452307692306,FALSE,FALSE
"The Adventures of Pinocchio (Italian: Le avventure di Pinocchio. Storia di un burattino) (1883), Carlo Collodi",The Adventures of Pinocchio (1996),1996,0,1996,96,"Adventure,Drama,Family",Adventure,Drama,Family,5.2,6566,Carlo Collodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jul 26, 1996",25000000,15382170,36682170,1883,113,0.4672868,TRUE,FALSE
"The Age of Innocence (1921), Edith Wharton",The Age of Innocence (1993),1993,0,1993,139,"Drama,Romance",Drama,Romance,NA,7.2,72640,Edith Wharton,The Age of Innocence,"[""Edith Wharton""]",3.97,176710,NA,NA,NA,NA,NA,NA,NA,"Sep 17, 1993",34000000,32014993,32021688,1921,72,-0.05818564705882353,TRUE,FALSE
"A Very Private Gentleman (1990), Martin Booth",The American (2010),2010,0,2010,105,"Crime,Drama,Thriller",Crime,Drama,Thriller,6.3,105619,Martin Booth,A Very Private Gentleman,"[""Martin Booth""]",3.68,1869,NA,NA,NA,NA,NA,NA,NA,"Sep 1, 2010",20000000,35606376,67950723,1990,20,2.39753615,FALSE,FALSE
"The Amityville Horror (1977), Jay Anson",The Amityville Horror (2005),2005,0,2005,90,Horror,Horror,NA,NA,5.9,121449,Jay Anson,The Amityville Horror,"[""Jay Anson""]",3.83,131270,NA,NA,NA,NA,NA,NA,NA,"Apr 15, 2005",18500000,65233369,109175673,1977,28,4.90138772972973,TRUE,FALSE
"The Andromeda Strain (1969), Michael Crichton",The Andromeda Strain (1971),1971,0,1971,131,"Mystery,Sci-Fi,Thriller",Mystery,Sci-Fi,Thriller,7.2,43008,Michael Crichton,The Andromeda Strain,"[""Michael Crichton""]",3.91,257411,NA,NA,NA,NA,NA,NA,NA,"Jan 1, 1971",6500000,12376563,12376647,1969,2,0.9040995384615385,TRUE,FALSE
"The BFG (1982), Roald Dahl",The BFG (2016),2016,0,2016,117,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.3,97818,Roald Dahl,The BFG,"[""Roald Dahl""]",4.23,487178,988,"$195,243,411","$55,483,770",28.4%,"$139,759,641",71.6%,2016,"Jun 30, 2016",140000000,55483770,199646680,1982,34,0.4260477142857143,TRUE,FALSE
"The Beach (1996), Alex Garland",The Beach (2000),2000,0,2000,119,"Adventure,Drama,Romance",Adventure,Drama,Romance,6.6,264657,Alex Garland,The Beach,"[""Alex Garland""]",3.97,88401,NA,NA,NA,NA,NA,NA,NA,"Feb 11, 2000",50000000,39778599,39778599,1996,4,-0.20442802,TRUE,FALSE
"The Beast Master (1959), Andre Norton",The Beastmaster (1982),1982,0,1982,118,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.2,26758,Andre Norton,The Beast Master,"[""Andre Norton""]",4,2260,NA,NA,NA,NA,NA,NA,NA,"Aug 20, 1982",5000000,10751126,10751126,1959,23,1.1502252,FALSE,FALSE
"Glory for Me (1945), MacKinlay Kantor",The Best Years of Our Lives (1946),1946,0,1946,170,"Drama,Romance,War",Drama,Romance,War,8.1,75989,MacKinlay Kantor,Glory for Me,"[""MacKinlay Kantor""]",4.22,NA,NA,NA,NA,NA,NA,NA,NA,"Nov 21, 1946",2100000,23600000,23600000,1945,1,10.238095238095237,FALSE,FALSE
"The Big Bounce (written 1966, published 1969), Elmore Leonard",The Big Bounce (2004),2004,0,2004,88,"Comedy,Crime",Comedy,Crime,NA,4.9,19181,Elmore Leonard,The Big Bounce,"[""Elmore Leonard""]",3.4,2505,NA,NA,NA,NA,NA,NA,NA,"Jan 30, 2004",50000000,6471394,6626115,1966,38,-0.8674777,TRUE,FALSE
"The Clansman: A Historical Romance of the Ku Klux Klan (1905), Thomas Dixon, Jr.",The Birth of a Nation (1915),1915,0,1915,195,"Drama,War",Drama,War,NA,6.1,27831,"Thomas Dixon, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Feb 8, 1915",110000,10000000,11000000,1905,10,99,FALSE,FALSE
"The Black Dahlia (1987), James Ellroy",The Black Dahlia (2006),2006,0,2006,121,"Crime,Drama,Mystery",Crime,Drama,Mystery,5.6,79086,James Ellroy,The Black Dahlia,"[""James Ellroy""]",3.77,91552,NA,NA,NA,NA,NA,NA,NA,"Sep 15, 2006",60000000,22672813,49238525,1987,19,-0.17935791666666667,TRUE,FALSE
"Twenty Thousand Leagues Under the Seas (French: Vingt mille lieues sous les mers) (1870), Jules Verne",The Black Hole (1979),1979,0,1979,98,"Action,Sci-Fi",Action,Sci-Fi,NA,5.9,29696,Jules Verne,NA,NA,3.89,255762,NA,NA,NA,NA,NA,NA,NA,"Dec 21, 1979",20000000,35841901,35841901,1870,109,0.79209505,FALSE,FALSE
